pitcher_name,game_date,hitting_team,k,start,rolling_whiff_rate,rolling_chase_rate,roll_whiff,roll_chase,roll_barrel,SO_Prop
Jameson Taillon,2023-07-02,CLE,6,TRUE,0.13421212121212123,0.19430303030303037,0.0955422141733688,0.14875706774773528,0.03326283779113966,3.5
Jared Shuster,2023-05-31,OAK,1,TRUE,0.13985556777318792,0.2257967052017395,0.13460389202762083,0.13775988700564978,0.03699413489736071,4.5
Jared Shuster,2023-06-10,WSH,0,TRUE,0.13115991559927487,0.20959117160490157,0.10582547829694447,0.18395247421586305,0.03580715710321313,3.5
Jared Shuster,2023-06-16,COL,2,TRUE,0.11297809741745668,0.19140935342308338,0.1561922507116733,0.191887398043127,0.06005616668164654,4.5
Jared Shuster,2023-06-24,CIN,2,TRUE,0.10062111801242235,0.14564276303406737,0.10540430372547163,0.1192202683772027,0.06057867713681668,3.5
Jhony Brito,2023-05-10,OAK,3,TRUE,0.035396825396825385,0.20126148705096072,0.11159975871584785,0.11812696333114192,0.04825698757763973,4.5
Jhony Brito,2023-06-21,SEA,3,TRUE,0.05962406015037593,0.13877192982456144,0.152245828757055,0.13945256911578158,0.03486160975733971,4.5
Jhony Brito,2023-06-27,OAK,2,TRUE,0.06962406015037594,0.14877192982456144,0.11429817996880813,0.12758920322587566,0.028730158730158727,4.5
Joe Musgrove,2023-05-26,NYY,6,TRUE,0.1986772486772487,0.27976190476190477,0.11715109508640512,0.14223572653761338,0.062161236424394375,5.5
Joe Musgrove,2023-06-01,MIA,3,TRUE,0.18953439153439156,0.2946190476190476,0.11409637705211592,0.13354333055008225,0.022820171065750103,5.5
Joe Musgrove,2023-06-06,SEA,8,TRUE,0.18228801472279735,0.29123740510697027,0.16446032310079697,0.17734703102893046,0.029929166788666722,6.5
Joe Musgrove,2023-06-13,CLE,5,TRUE,0.22371658615136875,0.31361835748792266,0.09137255353288809,0.16393818893926487,0.04950738916256157,5.5
Joe Musgrove,2023-06-18,TB,1,TRUE,0.2260869565217391,0.37317391304347824,0.13231648704406446,0.165737923989058,0.03381335282651073,5.5
Joe Musgrove,2023-06-23,WSH,7,TRUE,0.18408695652173912,0.35417391304347823,0.08681313357185447,0.18010360763267733,0.0400108225108225,5.5
Joe Musgrove,2023-06-29,PIT,6,TRUE,0.17312399355877617,0.3488405797101449,0.14896514241802453,0.15297836329829043,0.02974257715372238,5.5
Joe Musgrove,2023-07-04,LAA,11,TRUE,0.19703703703703704,0.3466666666666666,0.16212618878170462,0.17476809697,0.0650651010005278,5.5
Joe Ryan,2023-05-13,CHC,10,TRUE,0.21286446886446883,0.30504395604395607,0.10173485124050716,0.1177177260155379,0.047045065606393655,7.5
Joe Ryan,2023-05-19,LAA,9,TRUE,0.22445867176301956,0.2909135212613474,0.13368880556380558,0.14356175543675537,0.053553598381184585,6.5
Joe Ryan,2023-05-24,SF,4,TRUE,0.25645867176301956,0.26691352126134743,0.13523333760985298,0.16005837449483606,0.041160469586465645,6.5
Joe Ryan,2023-05-30,HOU,6,TRUE,0.2510301003344481,0.269484949832776,0.11913991783877045,0.166133316219915,0.05097105508870216,6.5
Joe Ryan,2023-06-27,ATL,5,TRUE,0.21491334396597553,0.2768548644338119,0.11095467582748035,0.14861119720240612,0.04290037158806864,5.5
Joe Ryan,2023-07-03,KC,9,TRUE,0.21725252525252525,0.2581414141414142,0.12115571551618054,0.153766149870801,0.022489061020874456,6.5
Joey Wentz,2023-05-14,SEA,3,TRUE,0.16249923989054424,0.15389784128914563,0.1558496442216935,0.1697709814009871,0.033536463536463564,4.5
Joey Wentz,2023-05-21,WSH,1,TRUE,0.14402097902097905,0.14791958041958042,0.12400008037655916,0.18435451144839526,0.053680561649846414,4.5
Joey Wentz,2023-05-26,CWS,4,TRUE,0.11652097902097902,0.11791958041958042,0.1389290550431856,0.16055555555555548,0.036637184319125014,4.5
Joey Wentz,2023-05-31,TEX,5,TRUE,0.11106643356643357,0.10246503496503497,0.09938573232223089,0.10614616290288618,0.04178743925565963,4.5
Joey Wentz,2023-06-23,MIN,4,TRUE,0.21426190476190476,0.15816666666666665,0.14767564278332307,0.11537540701017135,0.05730470137764974,4.5
Joey Wentz,2023-06-28,TEX,5,TRUE,0.19826190476190475,0.14416666666666667,0.10810975345552234,0.11512868841804233,0.06577834043351286,4.5
Johan Oviedo,2023-05-12,BAL,2,TRUE,0.14610256410256411,0.18232560032560033,0.12836594318461225,0.15710842387145837,0.025391608391608377,4.5
Johan Oviedo,2023-05-19,AZ,7,TRUE,0.1134938684503902,0.14412684256162517,0.07665769510591,0.10878771517159642,0.03144155844155845,4.5
Johan Oviedo,2023-05-24,TEX,5,TRUE,0.11482720178372355,0.1454601758949585,0.10464991776178649,0.13212244519352942,0.0556747952170229,4.5
Johan Oviedo,2023-06-10,NYM,5,TRUE,0.13414737075906497,0.18885834860347603,0.136560368260094,0.13868763648784982,0.0778059949204114,4.5
Johan Oviedo,2023-06-20,CHC,3,TRUE,0.17762563162863015,0.2569742906324615,0.11222442481705142,0.1318285456289859,0.038262903576453414,5.5
Johan Oviedo,2023-06-25,MIA,6,TRUE,0.17408295852073968,0.22251374312843578,0.09232791861971193,0.1585240494055083,0.03218760484604477,4.5
Johan Oviedo,2023-07-01,MIL,1,TRUE,0.1711199955577767,0.2021433727580654,0.09737536176272261,0.12122152691544022,0.020695210048075736,5.5
Jon Gray,2023-05-13,OAK,5,TRUE,0.08774074074074076,0.15162962962962964,0.1317399534094101,0.12267381394633259,0.0686393405188162,5.5
Jon Gray,2023-05-20,COL,6,TRUE,0.10916931216931218,0.16234391534391537,0.13649536164318782,0.1683639741900611,0.05060815330664838,5.5
Jon Gray,2023-05-26,BAL,8,TRUE,0.1563073593073593,0.1872597402597403,0.10712782043167095,0.1523623694671692,0.04790143779089985,4.5
Jon Gray,2023-06-07,STL,12,TRUE,0.23945228684359118,0.2899119141727838,0.11102119295667687,0.14241365370397624,0.05806689696933599,5.5
Jon Gray,2023-06-18,TOR,2,TRUE,0.2593143558091084,0.3406705348624389,0.10424168697061933,0.12557390059215684,0.07111850311850311,5.5
Jon Gray,2023-06-24,NYY,4,TRUE,0.26141519614524283,0.352015072677565,0.10451479359354905,0.15200309418803304,0.06451795265748758,5.5
Jon Gray,2023-06-30,HOU,4,TRUE,0.2468697415997883,0.3674696181321105,0.10863756713459453,0.16460099989976157,0.04107423824217219,5.5
Jordan Lyles,2023-05-09,CWS,6,TRUE,0.10280565017030656,0.20552127162225337,0.12914673772571755,0.1611933125773222,0.04111960622163946,3.5
Jordan Lyles,2023-05-14,MIL,2,TRUE,0.09847664584130222,0.2100667261677079,0.12592810457516343,0.1450746965452848,0.06236661981764398,4.5
Jordan Lyles,2023-05-20,CWS,5,TRUE,0.1063107472237907,0.21421419160549596,0.14533100195877227,0.17174673023315784,0.07098350451291628,4.5
Jordan Lyles,2023-05-26,WSH,2,TRUE,0.11767438358742706,0.22633540372670807,0.09265064702065122,0.15012271761397605,0.03494866246702104,3.5
Jordan Lyles,2023-06-07,MIA,2,TRUE,0.18117196812848985,0.2641131815044858,0.09170913683237314,0.1453894418521782,0.027422000851622684,3.5
Jordan Lyles,2023-06-13,CIN,4,TRUE,0.1712152581717799,0.23099629838760274,0.11348431660459435,0.114351968001141,0.04272272286732801,4.5
Jordan Lyles,2023-06-19,DET,3,TRUE,0.1729295438860656,0.22013915553045987,0.13760439578131797,0.15943316458264237,0.05088980890827841,4.5
Jordan Lyles,2023-06-24,TB,2,TRUE,0.16056590752242925,0.2146846100759144,0.1405861945984503,0.17524020731724255,0.02710955710955711,4.5
Jordan Montgomery,2023-05-10,CHC,3,TRUE,0.1308117068117068,0.22826107226107223,0.11510668557840198,0.14386318479402563,0.03431212928023698,5.5
Jordan Montgomery,2023-05-16,MIL,7,TRUE,0.12525615125615125,0.20974255374255374,0.13794024276377223,0.1566106442577031,0.050905211431527195,5.5
Jordan Montgomery,2023-05-22,CIN,4,TRUE,0.15462678062678062,0.21953276353276352,0.09441545911197265,0.11007905159349785,0.02280457800293642,5.5
Jordan Montgomery,2023-05-28,CLE,3,TRUE,0.1447366707366707,0.18839723239723238,0.10576870493316552,0.13628785965558038,0.01666666666666666,4.5
Jordan Montgomery,2023-06-09,CIN,6,TRUE,0.15859140859140855,0.2478854478854479,0.09899126121370491,0.13263910762017203,0.03720523348430328,5.5
Jordan Montgomery,2023-06-14,SF,7,TRUE,0.18737928737928733,0.26000666000666,0.08283734990537969,0.1399428497237305,0.061251625241235355,5.5
Jordan Montgomery,2023-06-20,WSH,6,TRUE,0.18595478595478593,0.2731120731120731,0.1162623196734616,0.1892706393070849,0.04845813874138996,4.5
Jordan Montgomery,2023-07-02,NYY,6,TRUE,0.2085721685721685,0.27261124061124054,0.115919801316517,0.14576344254995952,0.046513023164399356,4.5
Josiah Gray,2023-05-10,SF,3,TRUE,0.18886693017127804,0.23425559947299077,0.09574123112659691,0.12490181958962443,0.04542206991715458,5.5
Josiah Gray,2023-05-16,MIA,5,TRUE,0.19396438144564082,0.2408523011221662,0.11428328641008682,0.15375925161787835,0.05078113356779661,4.5
Josiah Gray,2023-05-21,DET,2,TRUE,0.2000249875062469,0.24630684657671162,0.1260206773833712,0.14905721691454646,0.05386928050572456,5.5
Josiah Gray,2023-05-27,KC,4,TRUE,0.13915542228885558,0.1854372813593203,0.15423402628676552,0.16105520579946583,0.06845800377283487,4.5
Josiah Gray,2023-06-14,HOU,5,TRUE,0.17605971450365043,0.22781083142639202,0.1249259889140842,0.16253275384227764,0.0605119264158166,3.5
Josiah Gray,2023-06-19,STL,6,TRUE,0.17235601079994672,0.22707009068565132,0.13297955636530415,0.15422580324590968,0.04883017163504968,4.5
Josiah Gray,2023-06-24,SD,6,TRUE,0.20713861949559886,0.2792440037291296,0.09367304275300699,0.1311645599817402,0.04601316679121738,4.5
Josiah Gray,2023-06-30,PHI,8,TRUE,0.2067000230043708,0.3143317230273752,0.09497907600600072,0.16575620576966277,0.050729488903054745,4.5
JP Sears,2023-05-20,HOU,7,TRUE,0.24893017127799735,0.311171277997365,0.1167205336920329,0.1724192130692917,0.03697456069170712,4.5
JP Sears,2023-05-25,SEA,1,TRUE,0.1822635046113307,0.27783794466403167,0.15542732736803333,0.16240771567273699,0.05459774607517428,5.5
JP Sears,2023-05-30,ATL,2,TRUE,0.15642618403716801,0.23668961930518,0.1309714275736748,0.1298042950806996,0.07007344564620109,4.5
JP Sears,2023-06-11,MIL,5,TRUE,0.10681203007518796,0.19829323308270683,0.12032505029816865,0.14454177745738298,0.037318853270427124,5.5
JP Sears,2023-06-16,PHI,7,TRUE,0.09299384825700614,0.19683868762816137,0.16459472532908284,0.1906901107830294,0.07135281385281386,5.5
JP Sears,2023-06-22,CLE,7,TRUE,0.12248102774418564,0.24876176455123827,0.10769642316252485,0.16099389283586696,0.02048351648351647,4.5
JP Sears,2023-06-28,NYY,5,TRUE,0.16795471195471195,0.30518281718281726,0.1145040767847972,0.15535772606423165,0.030665655544320908,5.5
JP Sears,2023-07-04,DET,4,TRUE,0.19652614052614054,0.2956590076590077,0.10959679409533382,0.1384027757207375,0.05486033294832232,5.5
Julio Teheran,2023-06-21,AZ,3,TRUE,0.11066666666666665,0.18830303030303033,0.08601317647839732,0.13151206527577858,0.04513212069603047,3.5
Julio Teheran,2023-06-27,NYM,2,TRUE,0.08971428571428569,0.21592207792207793,0.12212890468925512,0.14264265241654225,0.04750893035421601,3.5
Julio Teheran,2023-07-03,CHC,7,TRUE,0.10571428571428569,0.22428571428571428,0.12970801629401657,0.14002660580371448,0.025698757931949118,4.5
Justin Steele,2023-05-10,STL,3,TRUE,0.17034965034965038,0.25760839160839155,0.10561478830887319,0.15085624933766384,0.06470104459694323,5.5
Justin Steele,2023-05-16,HOU,8,TRUE,0.12916446516446517,0.2306454286454286,0.11273141634520364,0.13963950141374065,0.036305064031032466,4.5
Justin Steele,2023-05-21,PHI,6,TRUE,0.15789173789173788,0.23319088319088316,0.14005378844166522,0.1461574089114977,0.05138799379400884,5.5
Justin Steele,2023-05-26,CIN,4,TRUE,0.17006565093521614,0.20666914406044837,0.1069518236172263,0.12371523223946579,0.024653134813317885,5.5
Justin Steele,2023-05-31,TB,1,TRUE,0.1824292872988525,0.19285096224226655,0.13591294897375233,0.18242041529816239,0.030588122412648834,4.5
Justin Steele,2023-06-17,BAL,4,TRUE,0.18157458644415164,0.23558600497730925,0.10868677032549331,0.15479762168790429,0.04859000337723741,4.5
Justin Steele,2023-06-24,STL,8,TRUE,0.19533120020076541,0.2842632536545579,0.1045427899754737,0.14763744669196915,0.053416666666666654,3.5
Justin Steele,2023-06-30,CLE,6,TRUE,0.18099786686743208,0.2862632536545579,0.10240745556781798,0.16884727083418835,0.029345787099895427,4.5
Justin Verlander,2023-06-08,ATL,3,TRUE,0.1502222222222222,0.22962962962962963,0.14001508211292954,0.16990157135754008,0.06053697462045922,5.5
Justin Verlander,2023-06-14,NYY,6,TRUE,0.13222222222222219,0.23362962962962963,0.13229349198763463,0.16604796634301913,0.05095440621756416,6.5
Justin Verlander,2023-06-20,HOU,5,TRUE,0.1682222222222222,0.22762962962962963,0.10540996380535768,0.1505534880008707,0.042562289018171384,5.5
Justin Verlander,2023-06-26,MIL,5,TRUE,0.16668965517241377,0.26006896551724135,0.15951711865111493,0.13856253267207433,0.047908316479745076,6.5
Justin Verlander,2023-07-01,SF,6,TRUE,0.17677661169415287,0.2555472263868066,0.1674195768260808,0.15201767104660252,0.06665118606979072,6.5
Ken Waldichuk,2023-05-12,TEX,5,TRUE,0.11248916140220488,0.16841322928279448,0.12905738695830593,0.1419087626790416,0.042541806020066915,5.5
Ken Waldichuk,2023-05-19,HOU,3,TRUE,0.12018146909451258,0.15302861389817907,0.12845924726908903,0.15941325200380335,0.03340313212027855,3.5
Kenta Maeda,2023-06-28,ATL,4,TRUE,0.20528243686138423,0.34370863055073586,0.11115442015474146,0.13601931481186602,0.05368468531355884,4.5
Kenta Maeda,2023-07-04,KC,9,TRUE,0.14337767495662232,0.26910545594756125,0.135426328624003,0.15791897379106676,0.028071198181958988,5.5
Kevin Gausman,2023-05-10,PHI,9,TRUE,0.27017423827768655,0.3029191753329684,0.12636779837175108,0.17158951076356457,0.03794626961527382,6.5
Kevin Gausman,2023-05-16,NYY,10,TRUE,0.23240740740740745,0.25661375661375657,0.11006988990183697,0.12863567328976988,0.06234985456953427,7.5
Kevin Gausman,2023-05-21,BAL,4,TRUE,0.25292022792022795,0.2694342694342694,0.11387257185979419,0.152639950957552,0.04316183816183816,6.5
Kevin Gausman,2023-05-26,MIN,8,TRUE,0.21958689458689468,0.26526760276760275,0.14414541737729428,0.1584227917273597,0.045849088255103324,7.5
Kevin Gausman,2023-06-01,MIL,11,TRUE,0.20151282051282057,0.2774157509157509,0.11468117126865791,0.14133526325226445,0.021440450443731815,7.5
Kevin Gausman,2023-06-06,HOU,13,TRUE,0.252941391941392,0.28579670329670326,0.11025582341935088,0.15590824462827885,0.0442507182747701,7.5
Kevin Gausman,2023-06-11,MIN,4,TRUE,0.2948461538461539,0.3326538461538461,0.12985288236440495,0.1755714605569023,0.05866134050519435,8.5
Kevin Gausman,2023-06-16,TEX,4,TRUE,0.2583913043478262,0.3212826086956521,0.11802185902497983,0.14208711691275058,0.06459898083527196,7.5
Kevin Gausman,2023-06-21,MIA,6,TRUE,0.2583913043478262,0.3087826086956521,0.07499690296219338,0.12971924677449176,0.025539623805118695,6.5
Kevin Gausman,2023-07-02,BOS,7,TRUE,0.2486539306104524,0.2877725076855511,0.13861083695333498,0.16122556359005694,0.04030469530469531,7.5
Kodai Senga,2023-05-11,CIN,7,TRUE,0.19184057971014493,0.23386956521739127,0.1183739032856016,0.13456625306488507,0.058199116273650445,5.5
Kodai Senga,2023-05-17,TB,12,TRUE,0.20396179183135704,0.22932411067193673,0.1305580190779466,0.14740060919619324,0.05251921283119991,5.5
Kodai Senga,2023-05-30,PHI,9,TRUE,0.23608999695956215,0.24414462349244953,0.14914558323940647,0.15514532680812776,0.043576084932017145,5.5
Kodai Senga,2023-06-10,PIT,6,TRUE,0.2642636774989716,0.25528931852461256,0.09161114624111165,0.11155841483324606,0.041636363636363624,5.5
Kodai Senga,2023-06-17,STL,8,TRUE,0.2601884423892537,0.2443175316907568,0.1322510077907067,0.1407640514198733,0.04438572719060524,5.5
Kodai Senga,2023-06-23,PHI,6,TRUE,0.2280455852463966,0.2502699126431377,0.1667771898834836,0.18567086363735702,0.04031906348721903,6.5
Kutter Crawford,2023-06-13,COL,5,TRUE,0.25308025308025306,0.25663225663225664,0.15576452953593764,0.17877914541901047,0.054360744902921865,4.5
Kutter Crawford,2023-06-20,MIN,5,TRUE,0.23641358641358642,0.2621878121878122,0.14600678175897067,0.1574028584824005,0.03377379619260923,4.5
Kutter Crawford,2023-07-01,TOR,5,TRUE,0.22569930069930072,0.19123543123543124,0.12287838236954189,0.11115980817553209,0.035101479188166494,3.5
Kyle Bradish,2023-05-12,PIT,6,TRUE,0.17355699855699852,0.25436507936507935,0.10642239175140526,0.09419578037880187,0.04333253884760254,4.5
Kyle Bradish,2023-05-17,LAA,5,TRUE,0.15277777777777773,0.24267676767676766,0.11657959761122413,0.1546013817173455,0.04589410373771715,5.5
Kyle Bradish,2023-05-23,NYY,3,TRUE,0.14589371980676327,0.2444883618796662,0.1341405206859915,0.14917488542139437,0.0537192982456141,5.5
Kyle Bradish,2023-05-28,TEX,4,TRUE,0.15144927536231884,0.21393280632411066,0.11078957210197053,0.12777924433016152,0.044996572315291014,4.5
Kyle Bradish,2023-06-14,TOR,1,TRUE,0.18805006587615286,0.22247035573122526,0.1170799666168069,0.10947800592873122,0.04497051967640202,4.5
Kyle Bradish,2023-06-20,TB,8,TRUE,0.15326745718050067,0.19499209486166005,0.14174177440038632,0.18943907341434535,0.03714668615984406,5.5
Kyle Bradish,2023-06-25,SEA,7,TRUE,0.20023715415019763,0.2245375494071146,0.1394603431875965,0.15514847938213472,0.06055603942875317,5.5
Kyle Bradish,2023-07-01,MIN,7,TRUE,0.22378787878787879,0.25569696969696964,0.16004619523461905,0.1610880111715712,0.06335219536485306,6.5
Kyle Freeland,2023-05-14,PHI,8,TRUE,0.1525426328057907,0.2592013249907987,0.13585073083437837,0.17971013858381996,0.046198387867392075,3.5
Kyle Freeland,2023-05-25,MIA,4,TRUE,0.15034965034965037,0.21928904428904433,0.09853219842333809,0.14397069826357972,0.0335698927688915,3.5
Kyle Freeland,2023-05-30,AZ,1,TRUE,0.1480769230769231,0.23141025641025648,0.09743430988480382,0.13994827189016432,0.03157549857549859,3.5
Kyle Freeland,2023-06-15,ATL,1,TRUE,0.06742028985507248,0.15844927536231893,0.12115623554308401,0.17857651460876292,0.053209469230021254,3.5
Kyle Freeland,2023-06-23,LAA,3,TRUE,0.07611594202898553,0.18453623188405804,0.1309220645287263,0.13997574387262762,0.053660894699956996,3.5
Kyle Freeland,2023-07-04,HOU,3,TRUE,0.11711594202898552,0.19920289855072473,0.11118851252591325,0.17422937053584223,0.060302168464639885,3.5
Kyle Gibson,2023-05-14,PIT,5,TRUE,0.12316053511705685,0.2510829749960185,0.1339683049245726,0.11187449840234043,0.05074606444505814,4.5
Kyle Gibson,2023-05-19,TOR,5,TRUE,0.1468272017837235,0.26508297499601846,0.09670754347828772,0.14966912803953014,0.02791803520372773,4.5
Kyle Gibson,2023-05-25,NYY,3,TRUE,0.1109297658862876,0.24328810320114663,0.12063071891085653,0.144743563528209,0.07268755221386806,4.5
Kyle Gibson,2023-05-30,CLE,3,TRUE,0.11753846153846151,0.23250549450549446,0.11989215856751709,0.15850512673122624,0.01282051282051282,3.5
Kyle Gibson,2023-06-06,MIL,7,TRUE,0.12587179487179484,0.22774358974358971,0.11234541533166971,0.13853332527533327,0.04779259442520205,4.5
Kyle Gibson,2023-06-11,KC,3,TRUE,0.1472764771460423,0.21837904124860646,0.15352573427362634,0.16567044044400453,0.0299739505532232,4.5
Kyle Gibson,2023-06-17,CHC,7,TRUE,0.13835340022296538,0.2082251950947603,0.10018886890125991,0.12092104167739633,0.03888599133794531,4.5
Kyle Gibson,2023-06-23,SEA,3,TRUE,0.1575841694537346,0.2050200668896321,0.16155333171051045,0.1442537580286746,0.04006221226825936,4.5
Kyle Gibson,2023-06-28,CIN,5,TRUE,0.1710841694537346,0.2060200668896321,0.12668120613026432,0.15464436947668492,0.05960942760942763,4.5
Kyle Gibson,2023-07-04,NYY,4,TRUE,0.18675083612040128,0.24535340022296545,0.11058238690864095,0.14175807825094722,0.06349966397456959,4.5
Kyle Hendricks,2023-06-21,PIT,2,TRUE,0.09493006993006993,0.3257109557109557,0.1049729592752934,0.12611688805886728,0.03973018765695658,3.5
Kyle Hendricks,2023-06-29,PHI,4,TRUE,0.08365734265734266,0.340983682983683,0.09592897841328765,0.15684273797525808,0.03677600053096171,3.5
Kyle Hendricks,2023-07-04,MIL,5,TRUE,0.08601424501424501,0.37196011396011397,0.09025123004878813,0.11808861238117585,0.035511552445769826,3.5
Kyle Muller,2023-05-10,NYY,6,TRUE,0.09731321310268679,0.16444608023555396,0.09654578377722267,0.12294221096235773,0.0693143792947549,3.5
Kyle Muller,2023-05-16,AZ,3,TRUE,0.11765953344900712,0.12938114517061888,0.06594468333598767,0.1105134961656701,0.031480243161094226,4.5
Kyle Muller,2023-05-22,SEA,3,TRUE,0.12996722575669944,0.10322729901677274,0.17087141024350327,0.16833068223765896,0.035751967453648156,4.5
Lance Lynn,2023-05-10,KC,4,TRUE,0.2047107860211308,0.21119075815627544,0.12575942406792234,0.14846763899201684,0.041905772388531035,5.5
Lance Lynn,2023-05-26,DET,5,TRUE,0.2254782254782254,0.20975783475783477,0.11348768228583753,0.1313568848136482,0.046915069057926174,6.5
Lance Lynn,2023-05-31,LAA,3,TRUE,0.19770044770044765,0.21901709401709404,0.15888202628886017,0.17009105618074957,0.0488470066518847,6.5
Lance Lynn,2023-06-08,NYY,4,TRUE,0.18063120454424797,0.2241700730831166,0.13898389276507359,0.14127898606459918,0.0675550098704801,5.5
Lance Lynn,2023-06-13,LAD,6,TRUE,0.18063120454424797,0.2472469961600397,0.11938678614987674,0.1411353399035835,0.06079559363525091,5.5
Lance Lynn,2023-06-18,SEA,16,TRUE,0.1899479747305834,0.28420351789917014,0.11244185662225584,0.1318274457011845,0.05733458379663585,6.5
Lance Lynn,2023-06-24,BOS,7,TRUE,0.2510590858416945,0.32401833271398495,0.14311912359182344,0.16868989950419921,0.0406340379250012,6.5
Lance Lynn,2023-06-29,LAA,7,TRUE,0.2768368636194723,0.3207590734547257,0.14504061051918357,0.15069042140728708,0.0682406128150809,6.5
Logan Allen,2023-05-23,CWS,4,TRUE,0.18807834194790715,0.20316256207560554,0.1282191683507958,0.15818561150565635,0.048074001470227876,5.5
Logan Allen,2023-05-29,BAL,10,TRUE,0.16553405853405853,0.24245402745402744,0.11804029348677214,0.1398248404529334,0.05344632768361581,4.5
Logan Allen,2023-06-09,HOU,3,TRUE,0.19652706552706553,0.27327920227920227,0.12202387593235312,0.18292739851629572,0.042051368138324684,4.5
Logan Allen,2023-06-15,SD,2,TRUE,0.1844900284900285,0.2908717948717949,0.08335827499705212,0.10539161743798617,0.052530758350771145,4.5
Logan Allen,2023-06-22,OAK,5,TRUE,0.17601944025473437,0.2979306184012066,0.12581440715281744,0.13690503120229963,0.032797043716353225,5.5
Logan Allen,2023-06-28,KC,5,TRUE,0.1934486341545165,0.2238565443271326,0.14989354305219962,0.17012308551321292,0.03133835509159465,4.5
Logan Gilbert,2023-05-14,DET,4,TRUE,0.21368642951251643,0.28955994729907775,0.12522826217195895,0.14560356376504935,0.04417842690735682,6.5
Logan Gilbert,2023-05-25,OAK,6,TRUE,0.25849802371541497,0.3016469038208168,0.14730042165911558,0.14718916726696865,0.02018970189701895,7.5
Logan Gilbert,2023-05-30,NYY,4,TRUE,0.2520567998828868,0.2913409456887718,0.11557222872820963,0.15445598420718043,0.04513018322082936,5.5
Logan Gilbert,2023-06-06,SD,6,TRUE,0.23517368299976998,0.2748907292385553,0.10628585526019314,0.11381629553007933,0.0592921698184856,5.5
Logan Gilbert,2023-06-11,LAA,2,TRUE,0.21466086248694943,0.23130098564881169,0.14717838371990793,0.13646537897685734,0.06566808484400051,5.5
Logan Gilbert,2023-06-17,CWS,3,TRUE,0.1813275291536161,0.19182730143828536,0.1816170949913501,0.22376180406406068,0.05011359507835396,6.5
Logan Gilbert,2023-06-23,BAL,5,TRUE,0.13676231176231177,0.18095773622089406,0.11649485430197495,0.1878880839568013,0.06504515702876358,4.5
Logan Gilbert,2023-06-28,WSH,4,TRUE,0.13608891108891108,0.16715302241618027,0.13159127607239351,0.17495230505551618,0.04643827383098929,5.5
Logan Gilbert,2023-07-04,SF,7,TRUE,0.13059440559440558,0.15982701509017294,0.15306554946873654,0.14476082839467544,0.05318651632605122,5.5
Logan Webb,2023-05-09,WSH,7,TRUE,0.18291187739463602,0.3226168582375478,0.10856392795269673,0.1808644077998723,0.04186711121695642,5.5
Logan Webb,2023-05-14,AZ,3,TRUE,0.18957854406130267,0.3542835249042145,0.09378975131611757,0.12266780518937759,0.029461609620721557,5.5
Logan Webb,2023-05-20,MIA,7,TRUE,0.16735632183908045,0.2950242656449552,0.11164233746754884,0.16738368624688266,0.04073716338395887,5.5
Logan Webb,2023-05-27,MIL,11,TRUE,0.17281086729362588,0.33793335655404616,0.12759892369083264,0.11682692680336042,0.05661763134314862,5.5
Logan Webb,2023-06-07,COL,3,TRUE,0.20796166796166796,0.32435638435638425,0.1320708228640039,0.15743118862474753,0.03038152011922505,5.5
Logan Webb,2023-06-12,STL,6,TRUE,0.19196166796166794,0.29902305102305093,0.1516395811395812,0.16588475488475485,0.06150294150294151,5.5
Logan Webb,2023-06-18,LAD,5,TRUE,0.19936907536907533,0.2916156436156435,0.14071029514063163,0.17506928564148255,0.03856883778360858,5.5
Logan Webb,2023-06-23,AZ,4,TRUE,0.1732693686242073,0.23296461722268166,0.09263832515026196,0.12919344495068277,0.033414976836029474,5.5
Logan Webb,2023-07-03,SEA,11,TRUE,0.11452810988294855,0.2063911906492551,0.156868760170647,0.13552029731275014,0.054601694558910153,5.5
Louie Varland,2023-05-26,TOR,3,TRUE,0.2187839262187088,0.19451251646903825,0.10313695694496099,0.1349130609450842,0.03525691699604744,4.5
Louie Varland,2023-05-31,HOU,5,TRUE,0.18678392621870882,0.18651251646903824,0.1296438966186113,0.17212801118012724,0.05966670726261521,4.5
Louie Varland,2023-06-06,TB,5,TRUE,0.18242028985507247,0.19705797101449277,0.13084740984684465,0.16503809098346595,0.04272577996715927,4.5
Louie Varland,2023-06-11,TOR,6,TRUE,0.16099171842650103,0.18158178053830226,0.12035720421042106,0.12660610131835967,0.04325033509907459,4.5
Lucas Giolito,2023-05-09,KC,9,TRUE,0.20347128505023243,0.1981588586851745,0.10973503382401988,0.15519934630909002,0.05359408407684273,5.5
Lucas Giolito,2023-05-14,HOU,5,TRUE,0.20500974658869398,0.20800501253132833,0.11916525772044398,0.13410257954865287,0.024618789521228545,5.5
Lucas Giolito,2023-05-20,KC,3,TRUE,0.16793880837359101,0.23912629399585922,0.14843975198970188,0.1707982354407346,0.044000000000000046,6.5
Lucas Giolito,2023-05-25,DET,4,TRUE,0.16390154129284568,0.24378467908902693,0.11778165420986726,0.13953680418023878,0.04708513708513706,5.5
Lucas Giolito,2023-05-30,LAA,5,TRUE,0.16390154129284568,0.23902277432712218,0.14015862203354104,0.15704141079067865,0.05521064301552105,6.5
Lucas Giolito,2023-06-11,MIA,8,TRUE,0.14824016563147002,0.22111801242236026,0.10701154313245424,0.13488605445061597,0.027150247413405288,5.5
