Season,G,GS,ShO,SV,IPouts,H,ER,BB,SO,HLD,QS,PTS,AB,PA,1B,2B,3B,HR,R,RBI
2023,98,NA,NA,NA,NA,NA,NA,23,67,NA,NA,127.5,221,252,45,12,1,3,30,23
2023,128,NA,NA,NA,NA,NA,NA,53,78,NA,NA,208.5,375,439,52,14,1,8,43,38
2023,30,NA,NA,NA,NA,NA,NA,1,4,NA,NA,49.5,50,52,16,1,1,1,7,10
2023,85,NA,NA,NA,NA,NA,NA,35,109,NA,NA,205.5,304,347,28,17,1,17,49,42
2023,88,NA,NA,NA,NA,NA,NA,28,80,NA,NA,195.5,281,319,50,14,1,11,35,41
2023,126,NA,NA,NA,NA,NA,NA,22,151,NA,NA,174,399,431,50,16,5,10,48,48
2023,86,NA,NA,NA,NA,NA,NA,19,20,NA,NA,188.5,262,286,47,13,2,4,32,31
2023,108,NA,NA,NA,NA,NA,NA,17,59,NA,NA,135.5,294,323,44,10,0,6,33,26
2023,35,NA,NA,NA,NA,NA,NA,8,25,NA,NA,89.5,114,123,26,7,0,3,15,15
2023,118,NA,NA,NA,NA,NA,NA,29,96,NA,NA,308,434,471,67,31,2,16,65,44
2023,28,NA,NA,NA,NA,NA,NA,7,22,NA,NA,62.5,93,102,20,5,1,2,10,14
2023,64,NA,NA,NA,NA,NA,NA,14,21,NA,NA,128.5,167,185,37,9,0,2,27,20
2023,120,NA,NA,NA,NA,NA,NA,30,93,NA,NA,327.5,456,489,83,23,0,18,50,64
2023,73,NA,NA,NA,NA,NA,NA,12,70,NA,NA,52.5,175,193,19,4,0,7,17,18
2023,122,NA,NA,NA,NA,NA,NA,27,60,NA,NA,313,447,482,88,18,4,9,61,50
2023,99,NA,NA,NA,NA,NA,NA,18,55,NA,NA,205,311,336,56,21,1,4,39,38
2023,92,NA,NA,NA,NA,NA,NA,28,66,NA,NA,162.5,282,315,55,14,1,3,38,27
2023,122,NA,NA,NA,NA,NA,NA,28,113,NA,NA,124,315,345,41,15,0,10,36,26
2023,115,NA,NA,NA,NA,NA,NA,28,70,NA,NA,194.5,326,361,60,12,1,6,39,37
2023,112,NA,NA,NA,NA,NA,NA,21,121,NA,NA,156.5,372,400,50,13,0,14,41,38
2023,72,NA,NA,NA,NA,NA,NA,11,53,NA,NA,83.5,187,206,36,12,1,1,15,16
2023,62,NA,NA,NA,NA,NA,NA,10,36,NA,NA,130.5,214,228,53,8,1,2,22,24
2023,67,NA,NA,NA,NA,NA,NA,16,56,NA,NA,87,145,165,13,9,1,7,18,19
2023,21,NA,NA,NA,NA,NA,NA,4,14,NA,NA,40,38,43,6,2,0,4,11,7
2023,43,NA,NA,NA,NA,NA,NA,3,22,NA,NA,32.5,56,67,8,3,0,2,13,3
2023,95,NA,NA,NA,NA,NA,NA,36,83,NA,NA,136.5,262,307,41,6,0,9,32,31
2023,48,NA,NA,NA,NA,NA,NA,10,27,NA,NA,51,84,95,10,7,1,2,12,11
2023,104,NA,NA,NA,NA,NA,NA,13,91,NA,NA,161,315,332,44,16,0,11,49,33
2023,22,NA,NA,NA,NA,NA,NA,8,8,NA,NA,25,38,47,7,1,1,0,5,3
2023,141,NA,NA,NA,NA,NA,NA,32,68,NA,NA,308.5,412,455,63,21,2,13,59,60
2023,93,NA,NA,NA,NA,NA,NA,22,75,NA,NA,173,298,323,53,14,0,6,35,33
2023,44,NA,NA,NA,NA,NA,NA,11,45,NA,NA,93,143,158,20,13,2,4,8,21
2023,78,NA,NA,NA,NA,NA,NA,14,49,NA,NA,105,179,199,26,10,0,6,17,25
2023,107,NA,NA,NA,NA,NA,NA,22,64,NA,NA,266.5,354,385,54,23,4,12,47,36
2023,152,NA,NA,NA,NA,NA,NA,36,129,NA,NA,385,566,615,93,30,2,21,67,80
2023,142,NA,NA,NA,NA,NA,NA,29,99,NA,NA,332,510,545,95,25,8,6,70,58
2023,123,NA,NA,NA,NA,NA,NA,31,132,NA,NA,246.5,422,457,70,18,1,17,42,61
2023,43,NA,NA,NA,NA,NA,NA,17,30,NA,NA,72,120,139,23,6,0,2,19,11
2023,134,NA,NA,NA,NA,NA,NA,47,101,NA,NA,192.5,374,430,59,10,4,6,35,37
2023,82,NA,NA,NA,NA,NA,NA,42,72,NA,NA,157,256,303,29,11,0,10,35,27
2023,129,NA,NA,NA,NA,NA,NA,24,99,NA,NA,251.5,428,461,64,18,1,15,42,55
2023,89,NA,NA,NA,NA,NA,NA,33,47,NA,NA,133,202,243,39,9,1,1,31,28
2023,39,NA,NA,NA,NA,NA,NA,2,34,NA,NA,59.5,103,105,17,3,0,6,10,16
2023,150,NA,NA,NA,NA,NA,NA,63,134,NA,NA,371,547,617,85,28,0,22,52,74
2023,46,NA,NA,NA,NA,NA,NA,3,21,NA,NA,42,76,83,11,3,2,2,10,10
2023,115,NA,NA,NA,NA,NA,NA,57,98,NA,NA,246,353,420,50,23,1,10,56,49
2023,49,NA,NA,NA,NA,NA,NA,8,37,NA,NA,99,139,149,23,8,0,6,17,19
2023,32,NA,NA,NA,NA,NA,NA,6,11,NA,NA,90.5,93,102,12,6,0,6,9,16
2023,110,NA,NA,NA,NA,NA,NA,24,117,NA,NA,155,310,344,50,10,0,13,36,44
2023,36,NA,NA,NA,NA,NA,NA,11,18,NA,NA,77.5,107,126,26,5,1,0,15,8
2023,15,NA,NA,NA,NA,NA,NA,2,4,NA,NA,25.5,13,15,3,2,0,1,6,2
2023,94,NA,NA,NA,NA,NA,NA,28,81,NA,NA,138.5,283,320,36,11,1,7,31,38
2023,140,NA,NA,NA,NA,NA,NA,44,125,NA,NA,319.5,498,548,65,31,0,20,60,60
2023,29,NA,NA,NA,NA,NA,NA,5,15,NA,NA,74,72,79,9,3,1,6,10,16
2023,59,NA,NA,NA,NA,NA,NA,17,37,NA,NA,83.5,138,157,15,9,0,4,21,18
2023,19,NA,NA,NA,NA,NA,NA,4,12,NA,NA,50.5,62,68,14,5,1,0,10,10
2023,19,NA,NA,NA,NA,NA,NA,3,14,NA,NA,57,70,75,6,6,0,4,8,13
2023,24,NA,NA,NA,NA,NA,NA,7,21,NA,NA,40.5,83,92,16,3,1,1,12,5
2023,43,NA,NA,NA,NA,NA,NA,9,55,NA,NA,59.5,158,168,20,9,0,3,12,14
2023,96,NA,NA,NA,NA,NA,NA,36,108,NA,NA,159.5,318,361,48,12,3,9,38,40
2023,51,NA,NA,NA,NA,NA,NA,14,48,NA,NA,141.5,182,199,23,6,0,14,23,29
2023,13,NA,NA,NA,NA,NA,NA,5,11,NA,NA,20.5,37,44,9,2,0,0,6,4
2023,70,NA,NA,NA,NA,NA,NA,9,57,NA,NA,110.5,207,226,26,14,0,6,25,26
2023,11,NA,NA,NA,NA,NA,NA,4,5,NA,NA,25,28,33,5,2,0,1,1,6
2023,86,NA,NA,NA,NA,NA,NA,22,56,NA,NA,150.5,257,283,50,13,0,4,32,29
2023,19,NA,NA,NA,NA,NA,NA,7,26,NA,NA,36.5,65,73,10,2,1,3,10,7
2023,125,NA,NA,NA,NA,NA,NA,19,86,NA,NA,219.5,374,402,55,17,5,9,51,39
2023,8,NA,NA,NA,NA,NA,NA,2,8,NA,NA,37,31,33,3,1,0,4,6,7
2023,9,NA,NA,NA,NA,NA,NA,7,8,NA,NA,29,32,40,6,1,0,1,7,4
2023,81,NA,NA,NA,NA,NA,NA,6,50,NA,NA,130,197,206,26,10,0,9,29,32
2023,26,NA,NA,NA,NA,NA,NA,7,31,NA,NA,53.5,101,108,19,4,0,2,11,9
2023,47,NA,NA,NA,NA,NA,NA,20,33,NA,NA,57,114,136,21,3,0,1,16,8
2023,30,NA,NA,NA,NA,NA,NA,6,13,NA,NA,78.5,84,90,10,7,0,4,9,18
2023,24,NA,NA,NA,NA,NA,NA,3,8,NA,NA,32,42,45,8,1,0,2,5,6
2023,148,NA,NA,NA,NA,NA,NA,62,170,NA,NA,301.5,533,602,75,29,5,16,65,56
2023,9,NA,NA,NA,NA,NA,NA,2,5,NA,NA,29,18,21,6,0,0,2,4,9
2023,19,NA,NA,NA,NA,NA,NA,7,20,NA,NA,30.5,61,71,10,3,1,0,5,8
2023,89,NA,NA,NA,NA,NA,NA,9,40,NA,NA,72,122,139,22,7,0,2,23,18
2023,74,NA,NA,NA,NA,NA,NA,23,73,NA,NA,124,211,237,27,9,0,11,25,28
2023,26,NA,NA,NA,NA,NA,NA,4,13,NA,NA,27,51,55,11,1,1,0,8,2
2023,11,NA,NA,NA,NA,NA,NA,1,12,NA,NA,25,36,37,5,1,1,2,6,6
2023,17,NA,NA,NA,NA,NA,NA,4,25,NA,NA,29,58,62,5,3,1,3,7,6
2023,25,NA,NA,NA,NA,NA,NA,8,8,NA,NA,40,62,71,15,2,1,0,5,6
2023,47,NA,NA,NA,NA,NA,NA,12,42,NA,NA,25.5,109,123,18,3,0,1,6,9
2023,46,NA,NA,NA,NA,NA,NA,11,41,NA,NA,104,178,192,32,9,1,4,21,20
2023,58,NA,NA,NA,NA,NA,NA,27,72,NA,NA,122,183,212,21,7,3,8,26,40
2023,43,NA,NA,NA,NA,NA,NA,25,27,NA,NA,105,148,183,27,6,0,2,23,22
2023,126,NA,NA,NA,NA,NA,NA,22,134,NA,NA,175,371,403,51,25,2,9,55,36
2023,91,NA,NA,NA,NA,NA,NA,12,56,NA,NA,169.5,247,264,38,9,2,10,26,40
2023,64,NA,NA,NA,NA,NA,NA,10,30,NA,NA,99.5,153,168,26,7,0,4,20,18
2023,104,NA,NA,NA,NA,NA,NA,42,81,NA,NA,192,275,319,43,8,0,13,33,48
2023,48,NA,NA,NA,NA,NA,NA,17,39,NA,NA,81,128,147,19,3,1,6,19,14
2023,3,NA,NA,NA,NA,NA,NA,0,1,NA,NA,7,8,8,3,1,0,0,1,0
2023,10,NA,NA,NA,NA,NA,NA,2,10,NA,NA,24,32,34,3,2,0,2,3,5
2023,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,5,5,1,0,0,1,1,1
2023,147,NA,NA,NA,NA,NA,NA,42,97,NA,NA,226.5,462,518,88,18,3,1,52,29
2023,15,NA,NA,NA,NA,NA,NA,2,2,NA,NA,45,54,57,11,2,0,2,7,7
2023,26,NA,NA,NA,NA,NA,NA,5,12,NA,NA,13.5,40,45,5,2,0,1,3,1
2023,12,NA,NA,NA,NA,NA,NA,6,7,NA,NA,20,23,29,3,0,0,2,4,4
2023,51,NA,NA,NA,NA,NA,NA,9,39,NA,NA,41,130,145,20,6,0,1,11,10
2023,22,NA,NA,NA,NA,NA,NA,2,10,NA,NA,15.5,23,28,2,1,1,1,6,1
2023,15,NA,NA,NA,NA,NA,NA,4,12,NA,NA,24,39,44,7,2,0,1,5,7
2023,52,NA,NA,NA,NA,NA,NA,15,17,NA,NA,69.5,91,108,18,3,1,1,13,5
2023,99,NA,NA,NA,NA,NA,NA,26,62,NA,NA,166.5,276,312,53,7,5,2,37,16
2023,8,NA,NA,NA,NA,NA,NA,6,5,NA,NA,20.5,16,22,4,0,0,1,5,2
2023,48,NA,NA,NA,NA,NA,NA,5,33,NA,NA,33,91,96,17,3,0,2,16,5
2023,21,NA,NA,NA,NA,NA,NA,2,17,NA,NA,26.5,43,45,6,2,0,3,5,6
2023,14,NA,NA,NA,NA,NA,NA,6,17,NA,NA,10.5,39,45,6,3,0,0,4,0
2023,59,NA,NA,NA,NA,NA,NA,11,67,NA,NA,97.5,198,213,35,4,1,7,21,26
2023,34,NA,NA,NA,NA,NA,NA,13,31,NA,NA,49.5,87,103,13,4,1,2,13,13
2023,30,NA,NA,NA,NA,NA,NA,3,14,NA,NA,44.5,78,84,20,3,0,0,12,3
2023,39,NA,NA,NA,NA,NA,NA,12,27,NA,NA,36,77,90,11,3,0,2,11,5
2023,61,NA,NA,NA,NA,NA,NA,13,32,NA,NA,76,133,149,26,5,0,1,24,5
2023,72,NA,NA,NA,NA,NA,NA,12,52,NA,NA,80,198,210,29,10,1,2,14,17
2023,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,3,4,6,2,0,0,0,0,0
2023,40,NA,NA,NA,NA,NA,NA,6,33,NA,NA,39,72,78,9,5,0,3,15,6
2023,13,NA,NA,NA,NA,NA,NA,2,10,NA,NA,17.5,30,33,4,1,0,2,3,3
2023,61,NA,NA,NA,NA,NA,NA,25,31,NA,NA,183.5,231,260,31,17,0,9,24,26
2023,52,NA,NA,NA,NA,NA,NA,14,40,NA,NA,53.5,136,151,21,5,0,2,13,13
2023,19,NA,NA,NA,NA,NA,NA,4,17,NA,NA,13.5,42,46,6,3,0,1,1,2
2023,51,NA,NA,NA,NA,NA,NA,22,50,NA,NA,110.5,165,189,7,5,0,13,18,26
2023,28,NA,NA,NA,NA,NA,NA,4,28,NA,NA,37.5,83,89,12,6,0,2,11,5
2023,6,NA,NA,NA,NA,NA,NA,4,1,NA,NA,12,5,9,2,0,0,0,4,1
2023,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,3.5,2,2,0,1,0,0,1,1
2023,54,NA,NA,NA,NA,NA,NA,8,48,NA,NA,58,147,160,29,7,0,1,16,18
2023,7,NA,NA,NA,NA,NA,NA,2,8,NA,NA,21,34,36,6,1,0,1,4,7
2023,34,NA,NA,NA,NA,NA,NA,7,29,NA,NA,48.5,90,104,15,4,1,2,22,10
2023,5,NA,NA,NA,NA,NA,NA,1,2,NA,NA,8,8,10,4,0,0,0,2,2
2023,138,NA,NA,NA,NA,NA,NA,16,57,NA,NA,263.5,432,455,86,24,0,5,41,41
2023,23,NA,NA,NA,NA,NA,NA,3,7,NA,NA,5.5,24,28,3,1,0,0,4,0
2023,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1.5,1,1,1,0,0,0,0,0
2023,90,NA,NA,NA,NA,NA,NA,25,55,NA,NA,97,195,232,21,8,1,6,29,15
2023,118,NA,NA,NA,NA,NA,NA,36,86,NA,NA,184,363,405,63,14,0,8,33,33
2023,11,NA,NA,NA,NA,NA,NA,5,11,NA,NA,14,31,38,4,1,0,1,4,3
2023,49,NA,NA,NA,NA,NA,NA,14,27,NA,NA,57,128,146,20,5,0,2,12,7
2023,3,NA,NA,NA,NA,NA,NA,0,1,NA,NA,5,6,6,1,1,0,0,1,1
2023,32,NA,NA,NA,NA,NA,NA,12,25,NA,NA,32,73,86,14,5,0,0,6,3
2023,49,NA,NA,NA,NA,NA,NA,8,40,NA,NA,65,139,148,21,7,0,4,15,13
2023,81,NA,NA,NA,NA,NA,NA,38,61,NA,NA,169.5,256,304,24,15,4,7,36,32
2023,21,NA,NA,NA,NA,NA,NA,6,8,NA,NA,21,51,61,11,1,0,0,2,4
2023,20,NA,NA,NA,NA,NA,NA,1,4,NA,NA,23,31,32,6,3,0,0,3,5
2023,65,NA,NA,NA,NA,NA,NA,27,62,NA,NA,151,208,242,22,6,0,14,26,38
2023,70,NA,NA,NA,NA,NA,NA,12,62,NA,NA,141.5,224,241,33,11,0,10,30,31
2023,39,NA,NA,NA,NA,NA,NA,3,34,NA,NA,54.5,105,112,9,2,0,6,12,18
2023,29,NA,NA,NA,NA,NA,NA,20,19,NA,NA,70.5,109,132,26,3,0,1,19,6
2023,76,NA,NA,NA,NA,NA,NA,26,49,NA,NA,131.5,219,255,34,8,1,5,27,27
2023,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.5,0,0,0,0,0,0,1,0
2023,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,44,NA,NA,NA,NA,NA,NA,0,1,NA,NA,-1,1,1,0,0,0,0,0,0
2023,58,NA,NA,NA,NA,NA,NA,0,1,NA,NA,-1,1,1,0,0,0,0,0,0
2023,25,NA,NA,NA,NA,NA,NA,2,8,NA,NA,13.5,37,40,6,1,0,0,4,1
2023,36,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,1,0,0,0,0,0,0
2023,14,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,12,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,66,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,50,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,30,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,24,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,15,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,32,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,7,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,51,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,27,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,30,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,32,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,6,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,63,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,14,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,36,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,59,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,50,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,49,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,63,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,28,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,20,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,71,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,14,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,13,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,19,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,35,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,61,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,16,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,65,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,58,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,50,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,25,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,41,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,31,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,27,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,22,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,60,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,38,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,62,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,12,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,27,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,23,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,61,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,60,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,25,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,32,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,10,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,42,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,35,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,66,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,36,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,33,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,22,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,8,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,61,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,12,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,32,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,38,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,45,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,55,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,6,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,55,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,20,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,27,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,50,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,6,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,15,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,30,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,8,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,14,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,42,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,13,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,11,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,10,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,30,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,33,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,41,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,18,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,71,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,19,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,31,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,55,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,56,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,24,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,63,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,73,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,15,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,33,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,26,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,13,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,12,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,26,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,32,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,23,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,63,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,68,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,38,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,32,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,40,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,14,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
2023,24,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0
