Season,G,GS,ShO,SV,IPouts,H,ER,BB,SO,HLD,QS,PTS,AB,PA,1B,2B,3B,HR,R,RBI
2024,32,32,0,0,521,143,71,68,200,0,11,465.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,28,28,0,0,496,154,60,33,125,0,16,397.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,22,22,0,0,364,96,39,13,101,0,10,369.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,65,0,0,49,199,50,15,23,79,0,0,508.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,29,29,0,0,469,164,63,31,141,0,10,321.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,74,0,0,47,223,39,5,10,66,0,0,556.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,32,31,0,0,480,159,76,41,159,0,7,276,NA,NA,NA,NA,NA,NA,NA,NA
2024,31,31,0,0,534,182,84,50,166,0,15,360,NA,NA,NA,NA,NA,NA,NA,NA
2024,31,31,0,0,513,180,79,70,168,0,12,293,NA,NA,NA,NA,NA,NA,NA,NA
2024,27,25,0,0,414,126,46,36,127,0,7,341,NA,NA,NA,NA,NA,NA,NA,NA
2024,28,25,0,1,452,155,71,34,126,0,12,301.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,29,29,0,0,455,104,59,77,171,0,10,440.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,30,29,1,0,502,114,52,68,166,0,14,533,NA,NA,NA,NA,NA,NA,NA,NA
2024,31,31,1,0,546,166,79,60,161,0,14,408,NA,NA,NA,NA,NA,NA,NA,NA
2024,21,21,0,0,346,101,61,37,122,0,8,260,NA,NA,NA,NA,NA,NA,NA,NA
2024,66,0,0,3,188,36,13,11,79,18,0,342.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,25,25,1,0,421,133,55,37,116,0,10,333,NA,NA,NA,NA,NA,NA,NA,NA
2024,68,0,0,10,199,48,16,16,89,21,0,377,NA,NA,NA,NA,NA,NA,NA,NA
2024,27,26,0,0,437,128,67,36,172,0,11,376,NA,NA,NA,NA,NA,NA,NA,NA
2024,30,30,0,0,487,157,81,64,153,0,10,302.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,13,13,0,0,200,51,15,18,59,0,1,195.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,32,32,0,0,515,194,102,25,122,0,15,210.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,20,20,0,0,350,109,50,36,130,0,11,344.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,61,0,0,33,185,23,8,28,85,2,0,480.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,26,26,0,0,390,102,52,48,142,0,9,347,NA,NA,NA,NA,NA,NA,NA,NA
2024,21,21,0,0,363,110,39,46,101,0,12,314,NA,NA,NA,NA,NA,NA,NA,NA
2024,68,0,0,2,216,53,24,27,99,34,0,366,NA,NA,NA,NA,NA,NA,NA,NA
2024,33,33,0,0,551,155,89,51,175,0,15,387,NA,NA,NA,NA,NA,NA,NA,NA
2024,23,19,0,0,308,107,51,28,86,0,7,162.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,33,33,0,0,563,173,92,52,156,0,16,341.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,28,28,0,0,401,125,62,48,117,0,7,231.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,69,0,0,3,206,45,20,23,82,27,0,318,NA,NA,NA,NA,NA,NA,NA,NA
2024,17,17,0,0,285,78,36,29,99,0,8,274.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,29,20,0,0,364,110,51,48,94,1,7,208,NA,NA,NA,NA,NA,NA,NA,NA
2024,22,22,0,0,365,106,56,39,132,0,11,301.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,27,26,0,0,440,145,80,40,133,0,10,232.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,32,32,0,0,524,208,109,54,139,0,9,108,NA,NA,NA,NA,NA,NA,NA,NA
2024,22,20,0,0,339,91,43,45,97,1,9,254,NA,NA,NA,NA,NA,NA,NA,NA
2024,28,28,0,0,427,138,70,45,97,0,8,180.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,16,16,0,0,256,71,27,30,93,0,2,221.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,62,4,0,3,214,51,25,28,88,14,0,250.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,32,32,0,0,525,157,77,57,195,0,16,487,NA,NA,NA,NA,NA,NA,NA,NA
2024,76,1,0,10,240,50,17,18,99,21,0,453,NA,NA,NA,NA,NA,NA,NA,NA
2024,61,0,0,14,185,49,23,16,72,18,0,302.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,19,19,0,0,266,76,41,36,106,0,2,179,NA,NA,NA,NA,NA,NA,NA,NA
2024,30,0,0,5,125,26,7,8,57,7,0,233,NA,NA,NA,NA,NA,NA,NA,NA
2024,72,0,0,22,216,45,14,36,84,11,0,408.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,62,0,0,1,183,42,20,23,94,16,0,295.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,31,31,0,0,538,158,76,73,142,0,12,299.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,78,0,0,0,224,43,13,14,66,33,0,375.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,29,28,0,0,435,139,73,65,171,0,10,288,NA,NA,NA,NA,NA,NA,NA,NA
2024,66,0,0,34,208,38,15,13,68,0,0,442.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,14,13,0,0,229,64,30,13,70,0,8,223.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,72,0,0,0,179,55,28,16,75,13,0,178.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,25,25,0,0,414,122,63,47,154,0,10,327.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,62,0,0,4,214,59,26,12,85,5,0,275.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,64,2,0,0,189,51,16,17,74,14,0,251,NA,NA,NA,NA,NA,NA,NA,NA
2024,44,0,0,2,166,47,18,9,58,13,0,224,NA,NA,NA,NA,NA,NA,NA,NA
2024,30,30,0,0,509,161,80,68,151,0,13,305.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,66,9,0,8,283,57,23,17,77,14,0,381,NA,NA,NA,NA,NA,NA,NA,NA
2024,54,0,0,27,164,38,20,20,62,0,0,311,NA,NA,NA,NA,NA,NA,NA,NA
2024,32,24,0,0,401,130,55,43,108,1,7,246.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,66,0,0,1,236,55,29,19,97,6,0,270,NA,NA,NA,NA,NA,NA,NA,NA
2024,64,0,0,8,218,59,20,36,91,7,0,269.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,16,15,0,0,234,70,35,32,91,0,3,172,NA,NA,NA,NA,NA,NA,NA,NA
2024,19,19,0,0,299,94,43,23,101,0,10,260.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,26,25,0,0,387,123,65,39,123,0,5,225,NA,NA,NA,NA,NA,NA,NA,NA
2024,30,30,0,0,452,140,81,66,148,0,9,234,NA,NA,NA,NA,NA,NA,NA,NA
2024,24,24,0,0,389,110,59,51,123,0,9,262.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,8,8,0,0,118,27,12,15,53,0,2,145,NA,NA,NA,NA,NA,NA,NA,NA
2024,16,9,0,0,190,43,24,26,63,1,4,176.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,33,30,0,0,480,180,88,63,123,0,10,109.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,53,0,0,6,161,49,19,26,63,11,0,193.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,23,23,0,0,352,113,50,44,109,0,7,238.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,56,0,0,0,211,75,34,25,72,8,0,131,NA,NA,NA,NA,NA,NA,NA,NA
2024,74,0,0,4,221,40,16,23,81,31,0,408.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,22,20,0,0,307,121,51,29,78,0,6,105,NA,NA,NA,NA,NA,NA,NA,NA
2024,15,8,0,0,166,41,22,19,64,1,2,146,NA,NA,NA,NA,NA,NA,NA,NA
2024,72,0,0,5,210,69,25,15,77,17,0,281,NA,NA,NA,NA,NA,NA,NA,NA
2024,16,16,0,0,228,72,41,32,79,0,3,97,NA,NA,NA,NA,NA,NA,NA,NA
2024,35,24,0,0,454,165,77,44,126,1,4,181.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,16,16,0,0,239,85,45,35,81,0,4,86,NA,NA,NA,NA,NA,NA,NA,NA
2024,30,30,0,0,495,178,87,38,116,0,12,186,NA,NA,NA,NA,NA,NA,NA,NA
2024,69,3,0,0,200,54,36,35,109,23,0,248.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,75,2,0,1,179,52,26,18,53,16,0,188,NA,NA,NA,NA,NA,NA,NA,NA
2024,67,0,0,30,189,60,22,22,68,2,0,316,NA,NA,NA,NA,NA,NA,NA,NA
2024,58,0,0,23,163,48,22,15,66,7,0,288.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,32,32,0,0,542,172,88,49,137,0,13,290.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,26,7,0,0,205,66,27,15,70,1,1,156.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,62,0,0,3,215,57,31,21,69,12,0,217,NA,NA,NA,NA,NA,NA,NA,NA
2024,54,0,0,26,165,38,15,12,50,0,0,297,NA,NA,NA,NA,NA,NA,NA,NA
2024,63,2,0,2,217,69,32,25,78,8,0,176,NA,NA,NA,NA,NA,NA,NA,NA
2024,60,0,0,0,174,55,29,22,86,15,0,199.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,75,0,0,1,270,82,26,24,76,17,0,271,NA,NA,NA,NA,NA,NA,NA,NA
2024,60,0,0,2,191,63,20,21,71,12,0,211,NA,NA,NA,NA,NA,NA,NA,NA
2024,26,18,0,0,298,103,45,31,73,0,1,118,NA,NA,NA,NA,NA,NA,NA,NA
2024,69,0,0,2,211,61,22,18,63,14,0,216.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,68,0,0,14,185,44,26,39,98,22,0,350.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,25,25,0,0,414,127,57,52,114,0,9,256.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,59,0,0,2,155,48,21,20,46,23,0,190,NA,NA,NA,NA,NA,NA,NA,NA
2024,22,14,0,0,256,109,57,22,49,1,2,-33.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,30,30,0,0,496,154,77,65,167,0,12,334.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,23,21,0,1,373,125,62,40,91,0,7,149.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,56,0,0,0,166,61,22,18,69,2,0,131.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,14,14,0,0,238,57,27,27,69,0,8,221,NA,NA,NA,NA,NA,NA,NA,NA
2024,54,0,0,20,161,36,21,20,84,2,0,318,NA,NA,NA,NA,NA,NA,NA,NA
2024,67,0,0,5,199,33,13,33,87,13,0,321,NA,NA,NA,NA,NA,NA,NA,NA
2024,16,16,0,0,245,65,30,22,78,0,5,226.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,16,16,0,0,260,78,35,24,80,0,7,200,NA,NA,NA,NA,NA,NA,NA,NA
2024,14,13,0,0,193,62,35,23,77,0,1,104.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,31,31,0,0,511,150,71,63,135,0,12,320.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,17,17,0,0,265,102,49,21,79,0,4,123.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,62,0,0,4,252,52,27,26,103,22,0,388,NA,NA,NA,NA,NA,NA,NA,NA
2024,21,21,0,0,260,74,43,40,85,0,2,114,NA,NA,NA,NA,NA,NA,NA,NA
2024,30,29,0,1,464,167,74,60,113,0,9,191.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,48,0,0,21,139,33,14,14,50,6,0,268.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,29,29,0,0,441,143,61,63,124,0,6,237,NA,NA,NA,NA,NA,NA,NA,NA
2024,50,0,0,1,140,33,10,11,56,16,0,242,NA,NA,NA,NA,NA,NA,NA,NA
2024,16,4,0,1,86,25,9,6,35,3,0,92.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,32,32,0,0,577,168,77,54,153,0,21,473,NA,NA,NA,NA,NA,NA,NA,NA
2024,37,15,0,1,407,109,50,42,107,1,7,300.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,75,0,0,0,197,39,14,25,68,16,0,275,NA,NA,NA,NA,NA,NA,NA,NA
2024,30,7,0,3,222,41,21,38,79,4,3,266.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,27,13,0,0,311,74,38,22,92,0,7,291,NA,NA,NA,NA,NA,NA,NA,NA
2024,55,6,0,1,186,54,17,23,63,10,0,211.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,25,0,0,1,105,24,9,8,48,9,0,176,NA,NA,NA,NA,NA,NA,NA,NA
2024,71,0,0,34,213,43,30,25,105,0,0,435,NA,NA,NA,NA,NA,NA,NA,NA
2024,27,0,0,1,91,26,9,5,39,7,0,129.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,31,31,0,0,483,158,78,52,149,0,8,276,NA,NA,NA,NA,NA,NA,NA,NA
2024,25,25,0,0,373,140,68,56,97,0,3,51,NA,NA,NA,NA,NA,NA,NA,NA
2024,61,1,0,1,194,63,34,14,64,5,0,146.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,21,21,0,0,340,134,66,26,85,0,10,120,NA,NA,NA,NA,NA,NA,NA,NA
2024,25,10,0,0,222,72,31,29,66,0,2,109.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,53,0,0,4,172,50,24,30,83,14,0,238,NA,NA,NA,NA,NA,NA,NA,NA
2024,45,0,0,2,133,47,17,3,50,15,0,187,NA,NA,NA,NA,NA,NA,NA,NA
2024,65,0,0,36,195,52,20,16,59,1,0,395,NA,NA,NA,NA,NA,NA,NA,NA
2024,67,0,0,2,199,64,24,15,52,24,0,228.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,8,8,0,0,119,32,12,13,46,0,3,125.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,39,0,0,9,129,19,9,19,52,9,0,247,NA,NA,NA,NA,NA,NA,NA,NA
2024,59,0,0,1,159,50,24,18,59,15,0,181,NA,NA,NA,NA,NA,NA,NA,NA
2024,6,6,0,0,92,25,4,14,22,0,1,71.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,24,6,0,1,201,49,20,8,51,0,1,185.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,32,27,0,1,503,169,80,43,135,1,8,297,NA,NA,NA,NA,NA,NA,NA,NA
2024,61,0,0,18,164,48,22,17,63,9,0,286.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,78,0,0,1,235,59,27,32,103,38,0,381.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,59,0,0,4,170,58,22,18,58,25,0,226,NA,NA,NA,NA,NA,NA,NA,NA
2024,22,0,0,14,65,10,3,11,38,0,0,188.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,64,0,0,1,200,56,32,32,89,13,0,212,NA,NA,NA,NA,NA,NA,NA,NA
2024,24,24,0,0,373,125,63,42,118,0,9,223.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,29,29,0,0,453,139,64,49,118,0,9,281,NA,NA,NA,NA,NA,NA,NA,NA
2024,52,0,0,0,179,49,14,17,76,9,0,234,NA,NA,NA,NA,NA,NA,NA,NA
2024,29,1,0,0,90,21,10,9,46,4,0,123,NA,NA,NA,NA,NA,NA,NA,NA
2024,54,0,0,0,173,61,38,24,75,14,0,121.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,2,2,0,0,36,10,0,1,20,0,2,79.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,68,0,0,1,212,59,21,9,63,17,0,259,NA,NA,NA,NA,NA,NA,NA,NA
2024,20,20,0,0,294,119,53,29,62,0,6,61,NA,NA,NA,NA,NA,NA,NA,NA
2024,62,0,0,2,200,58,26,32,71,12,0,169,NA,NA,NA,NA,NA,NA,NA,NA
2024,43,0,0,0,187,28,12,17,62,14,0,283.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,10,1,0,0,136,34,13,6,38,0,0,133,NA,NA,NA,NA,NA,NA,NA,NA
2024,26,24,0,0,391,101,48,60,97,0,9,257.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,25,24,1,0,383,130,71,27,92,1,8,178.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,46,12,0,1,203,55,27,30,69,6,0,158.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,21,21,0,0,301,95,49,50,73,0,7,148.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,59,0,0,0,149,44,28,18,70,15,0,176,NA,NA,NA,NA,NA,NA,NA,NA
2024,17,17,0,0,262,98,65,38,109,0,4,85,NA,NA,NA,NA,NA,NA,NA,NA
2024,12,12,0,0,200,61,37,22,58,0,4,92.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,62,0,0,2,161,47,27,28,46,22,0,167.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,49,0,0,1,152,51,25,16,55,28,0,196.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,32,0,0,3,122,27,15,12,42,6,0,148.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,36,0,0,1,102,27,13,20,55,6,0,136.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,57,7,0,1,200,77,36,25,66,5,0,97,NA,NA,NA,NA,NA,NA,NA,NA
2024,5,5,0,0,84,28,8,1,16,0,2,68.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,48,0,0,2,154,32,21,24,62,11,0,195,NA,NA,NA,NA,NA,NA,NA,NA
2024,17,7,0,0,163,37,16,20,58,1,2,173.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,36,0,0,1,113,37,15,7,33,5,0,98,NA,NA,NA,NA,NA,NA,NA,NA
2024,60,0,0,22,178,31,14,26,77,6,0,344.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,17,17,0,0,271,98,55,27,74,0,6,98.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,13,13,0,0,221,67,33,19,63,0,5,165,NA,NA,NA,NA,NA,NA,NA,NA
2024,35,0,0,1,113,37,16,14,41,11,0,116.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,31,1,0,4,104,26,8,14,33,8,0,150,NA,NA,NA,NA,NA,NA,NA,NA
2024,39,0,0,0,155,38,22,25,51,5,0,108.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,57,0,0,2,238,70,32,30,85,1,0,178,NA,NA,NA,NA,NA,NA,NA,NA
2024,7,7,0,0,90,36,15,9,24,0,1,31.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,31,0,0,1,96,27,12,6,25,6,0,94.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,60,0,0,2,170,40,19,27,58,14,0,184.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,11,10,0,0,150,50,24,23,47,0,2,54.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,4,3,0,0,69,16,5,2,18,0,2,87,NA,NA,NA,NA,NA,NA,NA,NA
2024,9,9,0,0,130,40,19,10,40,0,3,88,NA,NA,NA,NA,NA,NA,NA,NA
2024,71,0,0,10,210,77,35,27,55,8,0,163,NA,NA,NA,NA,NA,NA,NA,NA
2024,40,4,0,0,152,41,19,19,46,5,0,117,NA,NA,NA,NA,NA,NA,NA,NA
2024,25,21,0,1,351,149,81,44,83,0,6,30.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,66,0,0,13,185,49,28,28,63,10,0,217.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,11,11,0,0,196,68,29,10,25,0,8,74,NA,NA,NA,NA,NA,NA,NA,NA
2024,14,2,0,0,85,20,9,10,33,3,0,87,NA,NA,NA,NA,NA,NA,NA,NA
2024,66,0,0,0,206,65,29,17,48,11,0,144,NA,NA,NA,NA,NA,NA,NA,NA
2024,7,7,1,0,111,40,22,4,34,0,2,75,NA,NA,NA,NA,NA,NA,NA,NA
2024,46,0,0,23,136,36,18,17,44,1,0,232.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,71,0,0,1,217,63,29,19,77,10,0,211,NA,NA,NA,NA,NA,NA,NA,NA
2024,15,15,0,0,232,89,45,27,57,0,3,55,NA,NA,NA,NA,NA,NA,NA,NA
2024,34,2,0,0,161,43,13,14,43,4,0,134.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,77,0,0,1,211,67,22,6,51,32,0,267.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,61,1,0,1,213,56,24,29,70,1,0,167.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,20,20,0,0,289,82,53,50,107,0,5,160,NA,NA,NA,NA,NA,NA,NA,NA
2024,70,0,0,5,180,54,21,24,65,34,0,300,NA,NA,NA,NA,NA,NA,NA,NA
2024,68,0,0,6,177,39,20,18,59,21,0,253.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,48,2,0,2,149,44,17,18,50,8,0,153,NA,NA,NA,NA,NA,NA,NA,NA
2024,62,0,0,1,190,65,22,20,58,4,0,142.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,23,4,0,0,151,43,20,26,47,1,0,81.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,35,1,0,0,157,47,25,18,53,5,0,114.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,58,0,0,1,186,39,16,11,54,13,0,245,NA,NA,NA,NA,NA,NA,NA,NA
2024,26,26,0,0,405,151,68,49,107,0,8,159,NA,NA,NA,NA,NA,NA,NA,NA
2024,33,0,0,1,89,15,7,5,32,13,0,164,NA,NA,NA,NA,NA,NA,NA,NA
2024,21,9,0,0,217,65,23,33,61,0,3,141,NA,NA,NA,NA,NA,NA,NA,NA
2024,16,0,0,0,54,10,5,10,26,1,0,77,NA,NA,NA,NA,NA,NA,NA,NA
2024,21,3,0,0,88,27,6,6,23,7,0,94.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,38,1,0,1,114,40,19,11,44,7,0,98.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,29,29,0,0,445,156,82,69,110,0,12,141.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,62,0,0,0,201,77,25,19,31,4,0,76,NA,NA,NA,NA,NA,NA,NA,NA
2024,15,12,0,1,207,58,28,18,69,0,2,157,NA,NA,NA,NA,NA,NA,NA,NA
2024,42,0,0,0,125,36,9,13,47,9,0,150.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,29,20,0,1,329,112,50,47,96,2,3,152.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,4,4,0,0,62,16,6,2,16,0,2,69,NA,NA,NA,NA,NA,NA,NA,NA
2024,4,4,0,0,62,19,4,7,9,0,0,25,NA,NA,NA,NA,NA,NA,NA,NA
2024,6,6,0,0,91,39,21,6,28,0,1,10.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,16,16,0,0,239,80,46,34,69,0,3,62,NA,NA,NA,NA,NA,NA,NA,NA
2024,60,0,0,1,168,49,27,23,70,15,0,185,NA,NA,NA,NA,NA,NA,NA,NA
2024,66,0,0,2,159,56,26,27,65,11,0,134.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,58,0,0,2,169,48,23,25,67,12,0,184.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,48,0,0,0,113,27,14,14,38,11,0,133.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,14,14,0,0,226,76,39,21,59,0,7,127.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,34,4,0,0,98,29,15,12,47,3,0,89.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,9,9,0,0,142,45,24,12,39,0,3,68.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,9,8,0,0,116,35,21,15,44,0,1,64,NA,NA,NA,NA,NA,NA,NA,NA
2024,73,10,0,0,202,50,29,38,87,14,0,209,NA,NA,NA,NA,NA,NA,NA,NA
2024,62,0,0,1,169,52,22,31,70,12,0,176.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,26,0,0,0,79,30,10,8,27,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA
2024,8,6,0,0,102,36,16,9,29,0,1,50.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,4,3,0,0,57,12,3,7,22,0,1,77.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,4,4,0,0,55,14,4,7,17,0,0,49.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,28,0,0,0,79,20,7,10,32,0,0,81,NA,NA,NA,NA,NA,NA,NA,NA
2024,8,8,0,0,120,43,23,20,32,0,1,18.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,67,0,0,15,203,44,26,34,88,9,0,302,NA,NA,NA,NA,NA,NA,NA,NA
2024,4,4,0,0,61,15,3,9,18,0,0,56,NA,NA,NA,NA,NA,NA,NA,NA
2024,23,0,0,0,65,13,4,14,25,4,0,74.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,7,7,0,0,99,34,12,11,37,0,1,75.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,3,3,0,0,32,11,2,1,14,0,0,36,NA,NA,NA,NA,NA,NA,NA,NA
2024,34,1,0,0,102,37,22,16,41,1,0,46.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,8,0,0,1,38,6,0,4,19,0,0,67,NA,NA,NA,NA,NA,NA,NA,NA
2024,39,0,0,5,117,23,15,12,49,13,0,211.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,19,0,0,0,71,21,15,8,24,0,0,50.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,17,0,0,0,63,9,2,2,12,2,0,84.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,25,9,0,0,239,66,42,44,84,2,1,90,NA,NA,NA,NA,NA,NA,NA,NA
2024,12,0,0,0,51,7,4,6,18,0,0,55.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,17,0,0,0,49,16,7,4,17,8,0,64,NA,NA,NA,NA,NA,NA,NA,NA
2024,60,6,0,0,258,81,42,28,76,7,1,150.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,29,24,0,0,392,147,86,43,87,0,5,21,NA,NA,NA,NA,NA,NA,NA,NA
2024,29,4,0,0,84,22,11,5,25,6,0,88.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,39,2,0,0,153,46,29,16,54,7,0,109,NA,NA,NA,NA,NA,NA,NA,NA
2024,42,0,0,16,119,35,19,10,43,1,0,176.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,33,0,0,1,146,40,22,10,33,3,0,89,NA,NA,NA,NA,NA,NA,NA,NA
2024,7,4,0,0,67,23,10,5,19,0,1,39,NA,NA,NA,NA,NA,NA,NA,NA
2024,50,0,0,0,169,64,31,12,46,4,0,82,NA,NA,NA,NA,NA,NA,NA,NA
2024,64,0,0,0,188,46,26,27,69,9,0,182.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,79,0,0,0,170,53,24,17,39,19,0,139,NA,NA,NA,NA,NA,NA,NA,NA
2024,64,0,0,9,221,72,35,37,65,6,0,164.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,9,0,0,0,29,6,2,5,17,3,0,52.5,NA,NA,NA,NA,NA,NA,NA,NA
2024,32,0,0,0,126,30,9,11,34,1,0,121.5,NA,NA,NA,NA,NA,NA,NA,NA
