,edge,grade,money,value,is_best,bet_quality,implied_value,projected_value,ou,book_name,display_name,full_name,prop
3963,0.014141920912095,C-,-140,0.5,True,10.0,0.7121320343559644,0.91,over,Best Odds,Angels,Aaron Hicks,hits
3962,-0.121284778054952,F,-110,0.5,False,0.0,0.4292893218813452,0.91,under,Best Odds,Angels,Aaron Hicks,hits
3960,,,1200,0.5,,,,,over,Best Odds,Angels,Aaron Hicks,hits
3961,,,-2500,0.5,,,,,under,Best Odds,Angels,Aaron Hicks,hits
3968,0.022112333038108,C-,-140,0.5,True,10.0,0.7121320343559644,0.93,over,BetMGM NJ,Angels,Aaron Hicks,hits
3969,-0.093250544420221,F,105,0.5,False,0.0,0.5707106781186548,0.93,under,BetMGM NJ,Angels,Aaron Hicks,hits
3977,0.015885296086432,C-,-139,0.5,True,10.0,0.7121320343559644,0.91,over,Caesars NJ,Angels,Aaron Hicks,hits
3976,-0.092524759195923,F,102,0.5,False,0.0,0.5707106781186548,0.91,under,Caesars NJ,Angels,Aaron Hicks,hits
3974,,,-204,0.5,,,,,under,Caesars NJ,Angels,Aaron Hicks,hits
3975,,,146,0.5,,,,,over,Caesars NJ,Angels,Aaron Hicks,hits
3967,0.022112333038108,C-,-140,0.5,True,10.0,0.7121320343559644,0.93,over,DK NJ,Angels,Aaron Hicks,hits
3966,-0.129255190180965,F,-110,0.5,False,0.0,0.4292893218813452,0.93,under,DK NJ,Angels,Aaron Hicks,hits
3964,,,-2500,0.5,,,,,under,DK NJ,Angels,Aaron Hicks,hits
3965,,,1200,0.5,,,,,over,DK NJ,Angels,Aaron Hicks,hits
3971,0.013608931677563,C-,-145,0.5,True,10.0,0.7121320343559644,0.93,over,PointsBet NJ,Angels,Aaron Hicks,hits
3970,-0.081636142561917,F,110,0.5,False,0.0,0.5707106781186548,0.93,under,PointsBet NJ,Angels,Aaron Hicks,hits
3973,0.030977581265058,C,-135,0.5,True,10.0,0.6414213562373096,0.93,over,bet365 NJ,Angels,Aaron Hicks,hits
3972,-0.093250544420221,F,105,0.5,False,0.0,0.5707106781186548,0.93,under,bet365 NJ,Angels,Aaron Hicks,hits
3469,-0.016845671215303,D+,155,0.5,True,0.0,0.7121320343559644,0.98,under,Best Odds,Yankees,Aaron Judge,hits
3468,-0.052730546368505,F,-210,0.5,False,8.0,0.853553390593274,0.98,over,Best Odds,Yankees,Aaron Judge,hits
3466,,,450,1.5,,,,,over,Best Odds,Yankees,Aaron Judge,hits
3467,,,-700,1.5,,,,,under,Best Odds,Yankees,Aaron Judge,hits
3475,-0.016735832040043,D+,160,0.5,True,0.0,0.7121320343559644,1.0,under,BetMGM NJ,Yankees,Aaron Judge,hits
3474,-0.060187244883034,F,-225,0.5,False,7.0,0.9242640687119288,1.0,over,BetMGM NJ,Yankees,Aaron Judge,hits
3482,-0.028945844250055,D,152,0.5,True,0.0,0.7121320343559644,1.0,under,Caesars NJ,Yankees,Aaron Judge,hits
3483,-0.049408214995724,D,-214,0.5,False,9.0,0.853553390593274,1.0,over,Caesars NJ,Yankees,Aaron Judge,hits
3480,,,-142,0.5,,,,,over,Caesars NJ,Yankees,Aaron Judge,hits
3481,,,104,0.5,,,,,under,Caesars NJ,Yankees,Aaron Judge,hits
3472,-0.016735832040043,D+,160,0.5,True,0.0,0.7121320343559644,1.0,under,DK NJ,Yankees,Aaron Judge,hits
3473,-0.050419235115025,F,-215,0.5,False,9.0,0.853553390593274,1.0,over,DK NJ,Yankees,Aaron Judge,hits
3470,,,-700,1.5,,,,,under,DK NJ,Yankees,Aaron Judge,hits
3471,,,450,1.5,,,,,over,DK NJ,Yankees,Aaron Judge,hits
3476,-0.002047299036243,D+,165,0.5,True,0.0,0.7828427124746192,0.98,under,PointsBet NJ,Yankees,Aaron Judge,hits
3477,-0.067618883837487,F,-225,0.5,False,6.0,0.9242640687119288,0.98,over,PointsBet NJ,Yankees,Aaron Judge,hits
3478,-0.016735832040043,D+,160,0.5,True,0.0,0.7121320343559644,1.0,under,bet365 NJ,Yankees,Aaron Judge,hits
3479,-0.034546219242009,D,-200,0.5,False,9.0,0.853553390593274,1.0,over,bet365 NJ,Yankees,Aaron Judge,hits
860,-0.020916877496485,D+,150,0.5,True,0.0,0.7121320343559644,0.97,under,Best Odds,Athletics,Abraham Toro,hits
861,-0.045749789170182,D,-200,0.5,False,8.0,0.853553390593274,0.97,over,Best Odds,Athletics,Abraham Toro,hits
858,,,350,0.5,,,,,over,Best Odds,Athletics,Abraham Toro,hits
859,,,-525,0.5,,,,,under,Best Odds,Athletics,Abraham Toro,hits
868,-0.020916877496485,D+,150,0.5,True,0.0,0.7121320343559644,0.97,under,BetMGM NJ,Athletics,Abraham Toro,hits
869,-0.045749789170182,D,-200,0.5,False,8.0,0.853553390593274,0.97,over,BetMGM NJ,Athletics,Abraham Toro,hits
866,-0.020916877496485,D+,150,0.5,True,0.0,0.7121320343559644,0.97,under,BetRivers NJ,Athletics,Abraham Toro,hits
867,-0.045749789170182,D,-200,0.5,False,8.0,0.853553390593274,0.97,over,BetRivers NJ,Athletics,Abraham Toro,hits
874,,,-214,0.5,,,,,over,Caesars NJ,Athletics,Abraham Toro,hits
875,,,152,0.5,,,,,under,Caesars NJ,Athletics,Abraham Toro,hits
876,,,100,0.5,,,,,under,Caesars NJ,Athletics,Abraham Toro,hits
877,,,-137,0.5,,,,,over,Caesars NJ,Athletics,Abraham Toro,hits
864,-0.020916877496485,D+,150,0.5,True,0.0,0.7121320343559644,0.97,under,DK NJ,Athletics,Abraham Toro,hits
865,-0.045749789170182,D,-200,0.5,False,8.0,0.853553390593274,0.97,over,DK NJ,Athletics,Abraham Toro,hits
862,,,-525,0.5,,,,,under,DK NJ,Athletics,Abraham Toro,hits
863,,,350,0.5,,,,,over,DK NJ,Athletics,Abraham Toro,hits
870,-0.020916877496485,D+,150,0.5,True,0.0,0.7121320343559644,0.97,under,PointsBet NJ,Athletics,Abraham Toro,hits
871,-0.045749789170182,D,-200,0.5,False,8.0,0.853553390593274,0.97,over,PointsBet NJ,Athletics,Abraham Toro,hits
872,-0.00553226211187,D+,160,0.5,True,0.0,0.7121320343559644,0.97,under,bet365 NJ,Athletics,Abraham Toro,hits
873,-0.045749789170182,D,-200,0.5,False,8.0,0.853553390593274,0.97,over,bet365 NJ,Athletics,Abraham Toro,hits
1434,0.031561789194278,C,-155,0.5,True,10.0,0.7121320343559644,1.02,over,Best Odds,Royals,Adam Frazier,hits
1435,-0.093950380994634,F,120,0.5,False,0.0,0.6414213562373096,1.02,under,Best Odds,Royals,Adam Frazier,hits
1432,,,310,0.5,,,,,over,Best Odds,Royals,Adam Frazier,hits
1433,,,-450,0.5,,,,,under,Best Odds,Royals,Adam Frazier,hits
1440,0.03940492644918,C,-150,0.5,True,10.0,0.7121320343559644,1.02,over,BetMGM NJ,Royals,Adam Frazier,hits
1441,-0.104521205518947,F,115,0.5,False,0.0,0.5707106781186548,1.02,under,BetMGM NJ,Royals,Adam Frazier,hits
1446,,,-151,0.5,,,,,over,Caesars NJ,Royals,Adam Frazier,hits
1447,,,110,0.5,,,,,under,Caesars NJ,Royals,Adam Frazier,hits
1448,,,110,0.5,,,,,under,Caesars NJ,Royals,Adam Frazier,hits
1449,,,-151,0.5,,,,,over,Caesars NJ,Royals,Adam Frazier,hits
1436,,,-450,0.5,,,,,under,DK NJ,Royals,Adam Frazier,hits
1437,,,310,0.5,,,,,over,DK NJ,Royals,Adam Frazier,hits
1438,,,120,0.5,,,,,under,DK NJ,Royals,Adam Frazier,hits
1439,,,-155,0.5,,,,,over,DK NJ,Royals,Adam Frazier,hits
1443,0.024020311064565,C-,-160,0.5,True,10.0,0.7121320343559644,1.02,over,PointsBet NJ,Royals,Adam Frazier,hits
1442,-0.093950380994634,F,120,0.5,False,0.0,0.6414213562373096,1.02,under,PointsBet NJ,Royals,Adam Frazier,hits
1445,0.03940492644918,C,-150,0.5,True,10.0,0.7121320343559644,1.02,over,bet365 NJ,Royals,Adam Frazier,hits
1444,-0.093950380994634,F,120,0.5,False,0.0,0.6414213562373096,1.02,under,bet365 NJ,Royals,Adam Frazier,hits
2527,-0.011281443537918,D+,185,0.5,True,0.0,0.7828427124746192,1.08,under,Best Odds,Orioles,Adley Rutschman,hits
2526,-0.057905608599468,F,-255,0.5,False,9.0,0.9242640687119288,1.08,over,Best Odds,Orioles,Adley Rutschman,hits
2524,,,145,0.5,,,,,over,Best Odds,Orioles,Adley Rutschman,hits
2525,,,-200,0.5,,,,,under,Best Odds,Orioles,Adley Rutschman,hits
2532,-0.017547107698319,D+,180,0.5,True,0.0,0.7828427124746192,1.08,under,BetMGM NJ,Orioles,Adley Rutschman,hits
2533,-0.053881463730252,F,-250,0.5,False,9.0,0.9242640687119288,1.08,over,BetMGM NJ,Orioles,Adley Rutschman,hits
2538,,,-166,0.5,,,,,over,Caesars NJ,Orioles,Adley Rutschman,hits
2539,,,120,0.5,,,,,under,Caesars NJ,Orioles,Adley Rutschman,hits
2540,,,172,0.5,,,,,under,Caesars NJ,Orioles,Adley Rutschman,hits
2541,,,-244,0.5,,,,,over,Caesars NJ,Orioles,Adley Rutschman,hits
2530,-0.011281443537918,D+,185,0.5,True,0.0,0.7828427124746192,1.08,under,DK NJ,Orioles,Adley Rutschman,hits
2531,-0.057905608599468,F,-255,0.5,False,9.0,0.9242640687119288,1.08,over,DK NJ,Orioles,Adley Rutschman,hits
2528,,,-200,0.5,,,,,under,DK NJ,Orioles,Adley Rutschman,hits
2529,,,145,0.5,,,,,over,DK NJ,Orioles,Adley Rutschman,hits
2534,-0.011281443537918,D+,185,0.5,True,0.0,0.7828427124746192,1.08,under,PointsBet NJ,Orioles,Adley Rutschman,hits
2535,-0.053881463730252,F,-250,0.5,False,9.0,0.9242640687119288,1.08,over,PointsBet NJ,Orioles,Adley Rutschman,hits
2536,-0.005231836762359,D+,190,0.5,True,0.0,0.7828427124746192,1.08,under,bet365 NJ,Orioles,Adley Rutschman,hits
2537,-0.045478102385714,D,-240,0.5,False,9.0,0.9242640687119288,1.08,over,bet365 NJ,Orioles,Adley Rutschman,hits
4085,0.030917969992195,C,175,0.5,True,1.0,0.7828427124746192,0.93,under,Best Odds,Rangers,Adolis Garcia,hits
4084,-0.106369895588213,F,-247,0.5,False,5.0,0.9242640687119288,0.93,over,Best Odds,Rangers,Adolis Garcia,hits
4088,0.030917969992195,C,175,0.5,True,1.0,0.7828427124746192,0.93,under,BetMGM NJ,Rangers,Adolis Garcia,hits
4089,-0.108840047914273,F,-250,0.5,False,5.0,0.9242640687119288,0.93,over,BetMGM NJ,Rangers,Adolis Garcia,hits
4094,,,-234,0.5,,,,,over,Caesars NJ,Rangers,Adolis Garcia,hits
4095,,,165,0.5,,,,,under,Caesars NJ,Rangers,Adolis Garcia,hits
4086,,,170,0.5,,,,,under,DK NJ,Rangers,Adolis Garcia,hits
4087,,,-230,0.5,,,,,over,DK NJ,Rangers,Adolis Garcia,hits
4090,0.043677140646103,C,185,0.5,True,1.0,0.7828427124746192,0.93,under,PointsBet NJ,Rangers,Adolis Garcia,hits
4091,-0.108840047914273,F,-250,0.5,False,5.0,0.9242640687119288,0.93,over,PointsBet NJ,Rangers,Adolis Garcia,hits
4092,0.037411476485702,C,180,0.5,True,1.0,0.7828427124746192,0.93,under,bet365 NJ,Rangers,Adolis Garcia,hits
4093,-0.091524030598256,F,-230,0.5,False,5.0,0.9242640687119288,0.93,over,bet365 NJ,Rangers,Adolis Garcia,hits
814,0.002125708610239,C-,160,0.5,True,0.0,0.7121320343559644,0.95,under,Best Odds,Rockies,Alan Trejo,hits
815,-0.079048785533316,F,-225,0.5,False,5.0,0.9242640687119288,0.95,over,Best Odds,Rockies,Alan Trejo,hits
816,0.002125708610239,C-,160,0.5,True,0.0,0.7121320343559644,0.95,under,BetMGM NJ,Rockies,Alan Trejo,hits
817,-0.079048785533316,F,-225,0.5,False,5.0,0.9242640687119288,0.95,over,BetMGM NJ,Rockies,Alan Trejo,hits
3304,0.027261740217487,C,200,0.5,True,1.0,0.853553390593274,1.02,under,Best Odds,Phillies,Alec Bohm,hits
3305,-0.097437178813978,F,-280,0.5,False,5.0,0.9949747468305836,1.02,over,Best Odds,Phillies,Alec Bohm,hits
3302,,,390,3.5,,,,,over,Best Odds,Phillies,Alec Bohm,hits
3303,,,-600,3.5,,,,,under,Best Odds,Phillies,Alec Bohm,hits
3310,0.021612022703362,C-,195,0.5,True,1.0,0.853553390593274,1.02,under,BetMGM NJ,Phillies,Alec Bohm,hits
3311,-0.093928406884153,F,-275,0.5,False,5.0,0.9949747468305836,1.02,over,BetMGM NJ,Phillies,Alec Bohm,hits
3319,0.008482397494482,C-,184,0.5,True,0.0,0.7828427124746192,1.02,under,Caesars NJ,Phillies,Alec Bohm,hits
3318,-0.085869798825545,F,-264,0.5,False,7.0,0.9242640687119288,1.02,over,Caesars NJ,Phillies,Alec Bohm,hits
3316,,,126,0.5,,,,,under,Caesars NJ,Phillies,Alec Bohm,hits
3317,,,-174,0.5,,,,,over,Caesars NJ,Phillies,Alec Bohm,hits
3308,0.027261740217487,C,200,0.5,True,1.0,0.853553390593274,1.02,under,DK NJ,Phillies,Alec Bohm,hits
3309,-0.097437178813978,F,-280,0.5,False,5.0,0.9949747468305836,1.02,over,DK NJ,Phillies,Alec Bohm,hits
3306,,,-600,3.5,,,,,under,DK NJ,Phillies,Alec Bohm,hits
3307,,,390,3.5,,,,,over,DK NJ,Phillies,Alec Bohm,hits
3312,-0.004931420805382,D+,-275,1.5,True,0.0,0.642678590025887,1.02,under,PointsBet NJ,Phillies,Alec Bohm,hits
3313,-0.061735245861284,F,200,1.5,False,8.0,0.887627564304205,1.02,over,PointsBet NJ,Phillies,Alec Bohm,hits
3314,0.027261740217487,C,200,0.5,True,1.0,0.853553390593274,1.02,under,bet365 NJ,Phillies,Alec Bohm,hits
3315,-0.074880787836534,F,-250,0.5,False,7.0,0.9242640687119288,1.02,over,bet365 NJ,Phillies,Alec Bohm,hits
2337,0.028205929521059,C,185,0.5,True,0.0,0.7828427124746192,0.97,under,Best Odds,Cardinals,Alec Burleson,hits
2336,-0.097392981658445,F,-255,0.5,False,6.0,0.9242640687119288,0.97,over,Best Odds,Cardinals,Alec Burleson,hits
2334,,,120,0.5,,,,,over,Best Odds,Cardinals,Alec Burleson,hits
2335,,,-165,0.5,,,,,under,Best Odds,Cardinals,Alec Burleson,hits
2342,0.028205929521059,C,185,0.5,True,0.0,0.7828427124746192,0.97,under,BetMGM NJ,Cardinals,Alec Burleson,hits
2343,-0.093368836789229,F,-250,0.5,False,6.0,0.9242640687119288,0.97,over,BetMGM NJ,Cardinals,Alec Burleson,hits
2348,,,172,0.5,,,,,under,Caesars NJ,Cardinals,Alec Burleson,hits
2349,,,-244,0.5,,,,,over,Caesars NJ,Cardinals,Alec Burleson,hits
2350,,,178,0.5,,,,,under,Caesars NJ,Cardinals,Alec Burleson,hits
2351,,,-254,0.5,,,,,over,Caesars NJ,Cardinals,Alec Burleson,hits
2338,,,-165,0.5,,,,,under,DK NJ,Cardinals,Alec Burleson,hits
2339,,,120,0.5,,,,,over,DK NJ,Cardinals,Alec Burleson,hits
2340,,,185,0.5,,,,,under,DK NJ,Cardinals,Alec Burleson,hits
2341,,,-255,0.5,,,,,over,DK NJ,Cardinals,Alec Burleson,hits
2344,0.028205929521059,C,185,0.5,True,0.0,0.7828427124746192,0.97,under,PointsBet NJ,Cardinals,Alec Burleson,hits
2345,-0.093368836789229,F,-250,0.5,False,6.0,0.9242640687119288,0.97,over,PointsBet NJ,Cardinals,Alec Burleson,hits
2346,0.040100071656057,C,195,0.5,True,2.0,0.853553390593274,0.97,under,bet365 NJ,Cardinals,Alec Burleson,hits
2347,-0.089228050039747,F,-245,0.5,False,6.0,0.9242640687119288,0.97,over,bet365 NJ,Cardinals,Alec Burleson,hits
459,0.043677140646103,C,185,0.5,True,1.0,0.7828427124746192,0.93,under,Best Odds,Astros,Alex Bregman,hits
458,-0.112864192783489,F,-255,0.5,False,5.0,0.9242640687119288,0.93,over,Best Odds,Astros,Alex Bregman,hits
456,,,330,0.5,,,,,over,Best Odds,Astros,Alex Bregman,hits
457,,,-475,0.5,,,,,under,Best Odds,Astros,Alex Bregman,hits
462,0.037411476485702,C,180,0.5,True,1.0,0.7828427124746192,0.93,under,BetMGM NJ,Astros,Alex Bregman,hits
463,-0.108840047914273,F,-250,0.5,False,5.0,0.9242640687119288,0.93,over,BetMGM NJ,Astros,Alex Bregman,hits
468,,,-154,0.5,,,,,over,Caesars NJ,Astros,Alex Bregman,hits
469,,,112,0.5,,,,,under,Caesars NJ,Astros,Alex Bregman,hits
460,,,320,0.5,,,,,over,DK NJ,Astros,Alex Bregman,hits
461,,,-475,0.5,,,,,under,DK NJ,Astros,Alex Bregman,hits
464,0.049726747421662,C,190,0.5,True,1.0,0.7828427124746192,0.93,under,PointsBet NJ,Astros,Alex Bregman,hits
465,-0.116776555850781,F,-260,0.5,False,5.0,0.9242640687119288,0.93,over,PointsBet NJ,Astros,Alex Bregman,hits
466,0.049726747421662,C,190,0.5,True,1.0,0.7828427124746192,0.93,under,bet365 NJ,Astros,Alex Bregman,hits
467,-0.100436686569735,F,-240,0.5,False,5.0,0.9242640687119288,0.93,over,bet365 NJ,Astros,Alex Bregman,hits
2007,-0.003041290085544,D+,175,0.5,True,0.0,0.7828427124746192,1.02,under,Best Odds,Twins,Alex Kirilloff,hits
2006,-0.070740001087052,F,-245,0.5,False,7.0,0.9242640687119288,1.02,over,Best Odds,Twins,Alex Kirilloff,hits
2004,,,115,1.5,,,,,over,Best Odds,Twins,Alex Kirilloff,hits
2005,,,-155,1.5,,,,,under,Best Odds,Twins,Alex Kirilloff,hits
2012,-0.003041290085544,D+,175,0.5,True,0.0,0.7828427124746192,1.02,under,BetMGM NJ,Twins,Alex Kirilloff,hits
2013,-0.074880787836534,F,-250,0.5,False,7.0,0.9242640687119288,1.02,over,BetMGM NJ,Twins,Alex Kirilloff,hits
2021,-0.007051985272709,D+,172,0.5,True,0.0,0.7828427124746192,1.02,under,Caesars NJ,Twins,Alex Kirilloff,hits
2020,-0.069897399132215,F,-244,0.5,False,7.0,0.9242640687119288,1.02,over,Caesars NJ,Twins,Alex Kirilloff,hits
2018,,,178,0.5,,,,,under,Caesars NJ,Twins,Alex Kirilloff,hits
2019,,,-254,0.5,,,,,over,Caesars NJ,Twins,Alex Kirilloff,hits
2010,-0.003041290085544,D+,175,0.5,True,0.0,0.7828427124746192,1.02,under,DK NJ,Twins,Alex Kirilloff,hits
2011,-0.066477426491996,F,-240,0.5,False,7.0,0.9242640687119288,1.02,over,DK NJ,Twins,Alex Kirilloff,hits
2008,,,-155,1.5,,,,,under,DK NJ,Twins,Alex Kirilloff,hits
2009,,,115,1.5,,,,,over,DK NJ,Twins,Alex Kirilloff,hits
2014,0.009717880568364,C-,185,0.5,True,0.0,0.7828427124746192,1.02,under,PointsBet NJ,Twins,Alex Kirilloff,hits
2015,-0.074880787836534,F,-250,0.5,False,7.0,0.9242640687119288,1.02,over,PointsBet NJ,Twins,Alex Kirilloff,hits
2016,0.003452216407963,C-,180,0.5,True,0.0,0.7828427124746192,1.02,under,bet365 NJ,Twins,Alex Kirilloff,hits
2017,-0.057564770520517,F,-230,0.5,False,7.0,0.9242640687119288,1.02,over,bet365 NJ,Twins,Alex Kirilloff,hits
3358,-0.017195843062521,D+,-165,0.5,True,9.0,0.7828427124746192,0.93,over,Best Odds,Yankees,Alex Verdugo,hits
3359,-0.040228275067093,D,130,0.5,False,0.0,0.6414213562373096,0.93,under,Best Odds,Yankees,Alex Verdugo,hits
3356,,,235,2.5,,,,,over,Best Odds,Yankees,Alex Verdugo,hits
3357,,,-330,2.5,,,,,under,Best Odds,Yankees,Alex Verdugo,hits
3366,-0.017195843062521,D+,-165,0.5,True,9.0,0.7828427124746192,0.93,over,BetMGM NJ,Yankees,Alex Verdugo,hits
3367,-0.040228275067093,D,130,0.5,False,0.0,0.6414213562373096,0.93,under,BetMGM NJ,Yankees,Alex Verdugo,hits
3365,-0.022112333038108,D+,140,0.5,True,0.0,0.7121320343559644,0.93,under,BetRivers NJ,Yankees,Alex Verdugo,hits
3364,-0.039944404550545,D,-182,0.5,False,9.0,0.7828427124746192,0.93,over,BetRivers NJ,Yankees,Alex Verdugo,hits
3374,-0.022807121732648,D+,-169,0.5,True,9.0,0.7828427124746192,0.93,over,Caesars NJ,Yankees,Alex Verdugo,hits
3375,-0.053876159644984,F,123,0.5,False,0.0,0.6414213562373096,0.93,under,Caesars NJ,Yankees,Alex Verdugo,hits
3372,,,-111,1.5,,,,,under,Caesars NJ,Yankees,Alex Verdugo,hits
3373,,,-123,1.5,,,,,over,Caesars NJ,Yankees,Alex Verdugo,hits
3363,-0.024183963258189,D+,-170,0.5,True,9.0,0.7828427124746192,0.93,over,DK NJ,Yankees,Alex Verdugo,hits
3362,-0.040228275067093,D,130,0.5,False,0.0,0.6414213562373096,0.93,under,DK NJ,Yankees,Alex Verdugo,hits
3360,,,-330,2.5,,,,,under,DK NJ,Yankees,Alex Verdugo,hits
3361,,,235,2.5,,,,,over,DK NJ,Yankees,Alex Verdugo,hits
3369,-0.030917969992195,D,-175,0.5,True,9.0,0.7828427124746192,0.93,over,PointsBet NJ,Yankees,Alex Verdugo,hits
3368,-0.030977581265058,D,135,0.5,False,0.0,0.6414213562373096,0.93,under,PointsBet NJ,Yankees,Alex Verdugo,hits
3371,-0.017195843062521,D+,-165,0.5,True,9.0,0.7828427124746192,0.93,over,bet365 NJ,Yankees,Alex Verdugo,hits
3370,-0.030977581265058,D,135,0.5,False,0.0,0.6414213562373096,0.93,under,bet365 NJ,Yankees,Alex Verdugo,hits
1591,0.006958153113465,C-,110,0.5,True,10.0,0.4292893218813452,0.66,over,Best Odds,Cubs,Alexander Canario,hits
1590,-0.074985363997819,F,-145,0.5,False,0.0,0.2878679656440356,0.66,under,Best Odds,Cubs,Alexander Canario,hits
1588,,,185,1.5,,,,,over,Best Odds,Cubs,Alexander Canario,hits
1589,,,-260,1.5,,,,,under,Best Odds,Cubs,Alexander Canario,hits
1603,0.00237939853471,C-,108,0.5,True,10.0,0.4292893218813452,0.66,over,Caesars NJ,Cubs,Alexander Canario,hits
1602,-0.079922822852328,F,-148,0.5,False,0.0,0.2878679656440356,0.66,under,Caesars NJ,Cubs,Alexander Canario,hits
1600,,,-151,0.5,,,,,under,Caesars NJ,Cubs,Alexander Canario,hits
1601,,,110,0.5,,,,,over,Caesars NJ,Cubs,Alexander Canario,hits
1595,0.006958153113465,C-,110,0.5,True,10.0,0.4292893218813452,0.66,over,DK NJ,Cubs,Alexander Canario,hits
1594,-0.074985363997819,F,-145,0.5,False,0.0,0.2878679656440356,0.66,under,DK NJ,Cubs,Alexander Canario,hits
1592,,,-260,1.5,,,,,under,DK NJ,Cubs,Alexander Canario,hits
1593,,,185,1.5,,,,,over,DK NJ,Cubs,Alexander Canario,hits
1597,0.006958153113465,C-,110,0.5,True,10.0,0.4292893218813452,0.66,over,PointsBet NJ,Cubs,Alexander Canario,hits
1596,-0.074985363997819,F,-145,0.5,False,0.0,0.2878679656440356,0.66,under,PointsBet NJ,Cubs,Alexander Canario,hits
1599,0.018032350234174,C-,115,0.5,True,10.0,0.4292893218813452,0.66,over,bet365 NJ,Cubs,Alexander Canario,hits
1598,-0.074985363997819,F,-145,0.5,False,0.0,0.2878679656440356,0.66,under,bet365 NJ,Cubs,Alexander Canario,hits
2855,-0.017534749806299,D+,145,0.5,True,0.0,0.7121320343559644,0.94,under,Best Odds,Rays,Amed Rosario,hits
2854,-0.045800929292927,D,-190,0.5,False,10.0,0.7828427124746192,0.94,over,Best Odds,Rays,Amed Rosario,hits
2852,,,255,1.5,,,,,over,Best Odds,Rays,Amed Rosario,hits
2853,,,-360,1.5,,,,,under,Best Odds,Rays,Amed Rosario,hits
2860,-0.017534749806299,D+,145,0.5,True,0.0,0.7121320343559644,0.94,under,BetMGM NJ,Rays,Amed Rosario,hits
2861,-0.045800929292927,D,-190,0.5,False,10.0,0.7828427124746192,0.94,over,BetMGM NJ,Rays,Amed Rosario,hits
2868,-0.015875549540827,D+,146,0.5,True,0.0,0.7121320343559644,0.94,under,Caesars NJ,Rays,Amed Rosario,hits
2869,-0.06168114707877,F,-204,0.5,False,7.0,0.853553390593274,0.94,over,Caesars NJ,Rays,Amed Rosario,hits
2866,,,102,0.5,,,,,under,Caesars NJ,Rays,Amed Rosario,hits
2867,,,-139,0.5,,,,,over,Caesars NJ,Rays,Amed Rosario,hits
2858,-0.009371484500177,D+,150,0.5,True,0.0,0.7121320343559644,0.94,under,DK NJ,Rays,Amed Rosario,hits
2859,-0.062759663040807,F,-205,0.5,False,7.0,0.853553390593274,0.94,over,DK NJ,Rays,Amed Rosario,hits
2856,,,-360,1.5,,,,,under,DK NJ,Rays,Amed Rosario,hits
2857,,,255,1.5,,,,,over,DK NJ,Rays,Amed Rosario,hits
2862,-0.009371484500177,D+,150,0.5,True,0.0,0.7121320343559644,0.94,under,PointsBet NJ,Rays,Amed Rosario,hits
2863,-0.05729518216649,F,-200,0.5,False,7.0,0.853553390593274,0.94,over,PointsBet NJ,Rays,Amed Rosario,hits
2864,-0.001528347245275,D+,155,0.5,True,0.0,0.7121320343559644,0.94,under,bet365 NJ,Rays,Amed Rosario,hits
2865,-0.045800929292927,D,-190,0.5,False,10.0,0.7828427124746192,0.94,over,bet365 NJ,Rays,Amed Rosario,hits
3095,-0.011281443537918,D+,185,0.5,True,0.0,0.7828427124746192,1.08,under,Best Odds,Guardians,Andres Gimenez,hits
3094,-0.06181797166676,F,-260,0.5,False,9.0,0.9242640687119288,1.08,over,Best Odds,Guardians,Andres Gimenez,hits
3092,,,310,1.5,,,,,over,Best Odds,Guardians,Andres Gimenez,hits
3093,,,-450,1.5,,,,,under,Best Odds,Guardians,Andres Gimenez,hits
3100,-0.017547107698319,D+,180,0.5,True,0.0,0.7828427124746192,1.08,under,BetMGM NJ,Guardians,Andres Gimenez,hits
3101,-0.053881463730252,F,-250,0.5,False,9.0,0.9242640687119288,1.08,over,BetMGM NJ,Guardians,Andres Gimenez,hits
3106,,,-244,0.5,,,,,over,Caesars NJ,Guardians,Andres Gimenez,hits
3107,,,172,0.5,,,,,under,Caesars NJ,Guardians,Andres Gimenez,hits
3108,,,110,0.5,,,,,under,Caesars NJ,Guardians,Andres Gimenez,hits
3109,,,-151,0.5,,,,,over,Caesars NJ,Guardians,Andres Gimenez,hits
3098,-0.011281443537918,D+,185,0.5,True,0.0,0.7828427124746192,1.08,under,DK NJ,Guardians,Andres Gimenez,hits
3099,-0.06181797166676,F,-260,0.5,False,9.0,0.9242640687119288,1.08,over,DK NJ,Guardians,Andres Gimenez,hits
3096,,,-450,1.5,,,,,under,DK NJ,Guardians,Andres Gimenez,hits
3097,,,310,1.5,,,,,over,DK NJ,Guardians,Andres Gimenez,hits
3102,-0.011281443537918,D+,185,0.5,True,0.0,0.7828427124746192,1.08,under,PointsBet NJ,Guardians,Andres Gimenez,hits
3103,-0.053881463730252,F,-250,0.5,False,9.0,0.9242640687119288,1.08,over,PointsBet NJ,Guardians,Andres Gimenez,hits
3104,0.00061269859708,C-,195,0.5,True,0.0,0.853553390593274,1.08,under,bet365 NJ,Guardians,Andres Gimenez,hits
3105,-0.04974067698077,D,-245,0.5,False,9.0,0.9242640687119288,1.08,over,bet365 NJ,Guardians,Andres Gimenez,hits
93,-0.032120447424658,D,150,0.5,True,0.0,0.7121320343559644,1.0,under,Best Odds,White Sox,Andrew Benintendi,hits
92,-0.034546219242009,D,-200,0.5,False,9.0,0.853553390593274,1.0,over,Best Odds,White Sox,Andrew Benintendi,hits
