,edge,grade,money,value,is_best,bet_quality,implied_value,projected_value,ou,book_name,display_name,full_name,prop
3170,-0.02257223911399,D+,-250,1.5,True,0.0,0.765153077165046,1.12,under,BetMGM NJ,Guardians,Jose Ramirez,hits
3171,-0.036541061378621,D,190,1.5,False,7.0,1.010102051443364,1.12,over,BetMGM NJ,Guardians,Jose Ramirez,hits
2998,0.012100904938635,C-,110,0.5,True,10.0,0.4292893218813452,0.67,over,Best Odds,Rays,Jose Siri,hits
2999,-0.080128115822989,F,-145,0.5,False,0.0,0.2878679656440356,0.67,under,Best Odds,Rays,Jose Siri,hits
3001,0.012100904938635,C-,110,0.5,True,10.0,0.4292893218813452,0.67,over,BetMGM NJ,Rays,Jose Siri,hits
3000,-0.080128115822989,F,-145,0.5,False,0.0,0.2878679656440356,0.67,under,BetMGM NJ,Rays,Jose Siri,hits
3432,-0.01078864471312,D+,-145,0.5,True,10.0,0.7121320343559644,0.87,over,Best Odds,Yankees,Jose Trevino,hits
3433,-0.057238566171234,F,110,0.5,False,0.0,0.5707106781186548,0.87,under,Best Odds,Yankees,Jose Trevino,hits
3430,,,350,1.5,,,,,over,Best Odds,Yankees,Jose Trevino,hits
3431,,,-525,1.5,,,,,under,Best Odds,Yankees,Jose Trevino,hits
3439,-0.01078864471312,D+,-145,0.5,True,10.0,0.7121320343559644,0.87,over,BetMGM NJ,Yankees,Jose Trevino,hits
3438,-0.057238566171234,F,110,0.5,False,0.0,0.5707106781186548,0.87,under,BetMGM NJ,Yankees,Jose Trevino,hits
3444,,,-139,0.5,,,,,over,Caesars NJ,Yankees,Jose Trevino,hits
3445,,,102,0.5,,,,,under,Caesars NJ,Yankees,Jose Trevino,hits
3446,,,-137,0.5,,,,,under,Caesars NJ,Yankees,Jose Trevino,hits
3447,,,100,0.5,,,,,over,Caesars NJ,Yankees,Jose Trevino,hits
3437,-0.02354752832879,D+,-145,0.5,True,9.0,0.7121320343559644,0.84,over,DK NJ,Yankees,Jose Trevino,hits
3436,-0.044479682555564,D,110,0.5,False,0.0,0.5707106781186548,0.84,under,DK NJ,Yankees,Jose Trevino,hits
3434,,,-525,1.5,,,,,under,DK NJ,Yankees,Jose Trevino,hits
3435,,,350,1.5,,,,,over,DK NJ,Yankees,Jose Trevino,hits
3441,-0.018951910019242,D+,-150,0.5,True,10.0,0.7121320343559644,0.87,over,PointsBet NJ,Yankees,Jose Trevino,hits
3440,-0.046164369050525,D,115,0.5,False,0.0,0.5707106781186548,0.87,under,PointsBet NJ,Yankees,Jose Trevino,hits
3443,-0.01078864471312,D+,-145,0.5,True,10.0,0.7121320343559644,0.87,over,bet365 NJ,Yankees,Jose Trevino,hits
3442,-0.046164369050525,D,115,0.5,False,0.0,0.5707106781186548,0.87,under,bet365 NJ,Yankees,Jose Trevino,hits
1863,0.011674827893431,C-,175,0.5,True,0.0,0.7828427124746192,0.98,under,Best Odds,Marlins,Josh Bell,hits
1862,-0.081193544470971,F,-240,0.5,False,6.0,0.9242640687119288,0.98,over,Best Odds,Marlins,Josh Bell,hits
1860,,,-105,1.5,,,,,over,Best Odds,Marlins,Josh Bell,hits
1861,,,-130,1.5,,,,,under,Best Odds,Marlins,Josh Bell,hits
1868,0.011674827893431,C-,175,0.5,True,0.0,0.7828427124746192,0.98,under,BetMGM NJ,Marlins,Josh Bell,hits
1869,-0.089596905815509,F,-250,0.5,False,6.0,0.9242640687119288,0.98,over,BetMGM NJ,Marlins,Josh Bell,hits
1874,,,159,0.5,,,,,under,Caesars NJ,Marlins,Josh Bell,hits
1875,,,-224,0.5,,,,,over,Caesars NJ,Marlins,Josh Bell,hits
1876,,,159,0.5,,,,,under,Caesars NJ,Marlins,Josh Bell,hits
1877,,,-224,0.5,,,,,over,Caesars NJ,Marlins,Josh Bell,hits
1866,0.011674827893431,C-,175,0.5,True,0.0,0.7828427124746192,0.98,under,DK NJ,Marlins,Josh Bell,hits
1867,-0.076803728843228,F,-235,0.5,False,6.0,0.9242640687119288,0.98,over,DK NJ,Marlins,Josh Bell,hits
1864,,,-130,1.5,,,,,under,DK NJ,Marlins,Josh Bell,hits
1865,,,-105,1.5,,,,,over,DK NJ,Marlins,Josh Bell,hits
1870,0.011674827893431,C-,175,0.5,True,0.0,0.7828427124746192,0.98,under,PointsBet NJ,Marlins,Josh Bell,hits
1871,-0.081193544470971,F,-240,0.5,False,6.0,0.9242640687119288,0.98,over,PointsBet NJ,Marlins,Josh Bell,hits
1872,0.011674827893431,C-,175,0.5,True,0.0,0.7828427124746192,0.98,under,bet365 NJ,Marlins,Josh Bell,hits
1873,-0.067618883837487,F,-225,0.5,False,6.0,0.9242640687119288,0.98,over,bet365 NJ,Marlins,Josh Bell,hits
4168,-0.018499324839747,D+,-155,0.5,True,10.0,0.7121320343559644,0.89,over,Best Odds,Rangers,Josh H. Smith,hits
4169,-0.050173305502713,F,117,0.5,False,0.0,0.5707106781186548,0.89,under,Best Odds,Rangers,Josh H. Smith,hits
4172,-0.010656187584845,D+,-150,0.5,True,10.0,0.7121320343559644,0.89,over,BetMGM NJ,Rangers,Josh H. Smith,hits
4173,-0.054460091484922,F,115,0.5,False,0.0,0.5707106781186548,0.89,under,BetMGM NJ,Rangers,Josh H. Smith,hits
4176,,,118,0.5,,,,,under,Caesars NJ,Rangers,Josh H. Smith,hits
4177,,,-163,0.5,,,,,over,Caesars NJ,Rangers,Josh H. Smith,hits
4170,,,120,0.5,,,,,under,DK NJ,Rangers,Josh H. Smith,hits
4171,,,-160,0.5,,,,,over,DK NJ,Rangers,Josh H. Smith,hits
4175,-0.02604080296946,D,-160,0.5,True,10.0,0.7121320343559644,0.89,over,PointsBet NJ,Rangers,Josh H. Smith,hits
4174,-0.043889266960609,D,120,0.5,False,0.0,0.6414213562373096,0.89,under,PointsBet NJ,Rangers,Josh H. Smith,hits
3041,-0.027044223426248,D,195,1.5,True,10.0,0.887627564304205,1.13,over,Best Odds,Guardians,Josh Naylor,hits
3040,-0.04166855715094,D,-270,1.5,False,0.0,0.642678590025887,1.13,under,Best Odds,Guardians,Josh Naylor,hits
3038,,,265,0.5,,,,,over,Best Odds,Guardians,Josh Naylor,hits
3039,,,-380,0.5,,,,,under,Best Odds,Guardians,Josh Naylor,hits
3046,-0.026224541706924,D,-250,1.5,True,0.0,0.765153077165046,1.13,under,BetMGM NJ,Guardians,Josh Naylor,hits
3047,-0.027044223426248,D,195,1.5,False,10.0,0.887627564304205,1.13,over,BetMGM NJ,Guardians,Josh Naylor,hits
3054,-0.017588850409671,D+,-244,1.5,True,0.0,0.765153077165046,1.12,under,Caesars NJ,Guardians,Josh Naylor,hits
3055,-0.059360533995253,F,172,1.5,False,7.0,1.010102051443364,1.12,over,Caesars NJ,Guardians,Josh Naylor,hits
3052,,,-169,0.5,,,,,over,Caesars NJ,Guardians,Josh Naylor,hits
3053,,,123,0.5,,,,,under,Caesars NJ,Guardians,Josh Naylor,hits
3045,-0.027044223426248,D,195,1.5,True,10.0,0.887627564304205,1.13,over,DK NJ,Guardians,Josh Naylor,hits
3044,-0.04166855715094,D,-270,1.5,False,0.0,0.642678590025887,1.13,under,DK NJ,Guardians,Josh Naylor,hits
3042,,,-380,0.5,,,,,under,DK NJ,Guardians,Josh Naylor,hits
3043,,,265,0.5,,,,,over,DK NJ,Guardians,Josh Naylor,hits
3048,-0.021793993383972,D+,190,0.5,True,0.0,0.7828427124746192,1.13,under,PointsBet NJ,Guardians,Josh Naylor,hits
3049,-0.045255815045147,D,-260,0.5,False,10.0,0.9242640687119288,1.13,over,PointsBet NJ,Guardians,Josh Naylor,hits
3050,-0.017821180362386,D+,-240,1.5,True,0.0,0.765153077165046,1.13,under,bet365 NJ,Guardians,Josh Naylor,hits
3051,-0.032888758785687,D,190,1.5,False,8.0,1.010102051443364,1.13,over,bet365 NJ,Guardians,Josh Naylor,hits
575,0.017002359592886,C-,185,0.5,True,0.0,0.7828427124746192,1.0,under,Best Odds,Mariners,Josh Rojas,hits
574,-0.090101774797564,F,-260,0.5,False,7.0,0.9242640687119288,1.0,over,Best Odds,Mariners,Josh Rojas,hits
572,,,-175,1.5,,,,,over,Best Odds,Mariners,Josh Rojas,hits
573,,,125,1.5,,,,,under,Best Odds,Mariners,Josh Rojas,hits
580,0.023051966368445,C-,190,0.5,True,0.0,0.7828427124746192,1.0,under,BetMGM NJ,Mariners,Josh Rojas,hits
581,-0.082165266861056,F,-250,0.5,False,7.0,0.9242640687119288,1.0,over,BetMGM NJ,Mariners,Josh Rojas,hits
589,0.008167322359515,C-,178,0.5,True,0.0,0.7828427124746192,1.0,under,Caesars NJ,Mariners,Josh Rojas,hits
588,-0.085393676869127,F,-254,0.5,False,7.0,0.9242640687119288,1.0,over,Caesars NJ,Mariners,Josh Rojas,hits
578,0.017002359592886,C-,185,0.5,True,0.0,0.7828427124746192,1.0,under,DK NJ,Mariners,Josh Rojas,hits
579,-0.090101774797564,F,-260,0.5,False,7.0,0.9242640687119288,1.0,over,DK NJ,Mariners,Josh Rojas,hits
576,,,125,1.5,,,,,under,DK NJ,Mariners,Josh Rojas,hits
577,,,-175,1.5,,,,,over,DK NJ,Mariners,Josh Rojas,hits
584,0.017002359592886,C-,185,0.5,True,0.0,0.7828427124746192,1.0,under,PointsBet NJ,Mariners,Josh Rojas,hits
585,-0.082165266861056,F,-250,0.5,False,7.0,0.9242640687119288,1.0,over,PointsBet NJ,Mariners,Josh Rojas,hits
582,,,110,0.5,,,,,under,PointsBet NJ,Mariners,Josh Rojas,hits
583,,,-145,0.5,,,,,over,PointsBet NJ,Mariners,Josh Rojas,hits
586,0.034546219242009,C,200,0.5,True,1.0,0.853553390593274,1.0,under,bet365 NJ,Mariners,Josh Rojas,hits
587,-0.082165266861056,F,-250,0.5,False,7.0,0.9242640687119288,1.0,over,bet365 NJ,Mariners,Josh Rojas,hits
3451,-0.005415769519474,D+,155,0.5,True,0.0,0.7121320343559644,0.95,under,Best Odds,Yankees,Juan Soto,hits
3450,-0.053407759892291,F,-200,0.5,False,8.0,0.853553390593274,0.95,over,Best Odds,Yankees,Juan Soto,hits
3448,,,360,0.5,,,,,over,Best Odds,Yankees,Juan Soto,hits
3449,,,-550,0.5,,,,,under,Best Odds,Yankees,Juan Soto,hits
3456,-0.005415769519474,D+,155,0.5,True,0.0,0.7121320343559644,0.95,under,BetMGM NJ,Yankees,Juan Soto,hits
3457,-0.053407759892291,F,-200,0.5,False,8.0,0.853553390593274,0.95,over,BetMGM NJ,Yankees,Juan Soto,hits
3462,,,-199,0.5,,,,,over,Caesars NJ,Yankees,Juan Soto,hits
3463,,,143,0.5,,,,,under,Caesars NJ,Yankees,Juan Soto,hits
3464,,,106,0.5,,,,,over,Caesars NJ,Yankees,Juan Soto,hits
3465,,,-145,0.5,,,,,under,Caesars NJ,Yankees,Juan Soto,hits
3454,-0.00926389999047,D+,155,0.5,True,0.0,0.7121320343559644,0.96,under,DK NJ,Yankees,Juan Soto,hits
3455,-0.065432645294311,F,-215,0.5,False,8.0,0.853553390593274,0.96,over,DK NJ,Yankees,Juan Soto,hits
3452,,,-550,0.5,,,,,under,DK NJ,Yankees,Juan Soto,hits
3453,,,360,0.5,,,,,over,DK NJ,Yankees,Juan Soto,hits
3458,0.002125708610239,C-,160,0.5,True,0.0,0.7121320343559644,0.95,under,PointsBet NJ,Yankees,Juan Soto,hits
3459,-0.064160448064334,F,-210,0.5,False,8.0,0.853553390593274,0.95,over,PointsBet NJ,Yankees,Juan Soto,hits
3460,-0.001722421860757,D+,160,0.5,True,0.0,0.7121320343559644,0.96,under,bet365 NJ,Yankees,Juan Soto,hits
3461,-0.049559629421295,D,-200,0.5,False,8.0,0.853553390593274,0.96,over,bet365 NJ,Yankees,Juan Soto,hits
642,-0.02973903425301,D,-155,1.5,True,0.0,1.132576538582523,1.44,under,Best Odds,Mariners,Julio Rodriguez,hits
643,-0.043220382071659,D,115,1.5,False,6.0,1.377525512860841,1.44,over,Best Odds,Mariners,Julio Rodriguez,hits
640,,,175,2.5,,,,,over,Best Odds,Mariners,Julio Rodriguez,hits
641,,,-240,2.5,,,,,under,Best Odds,Mariners,Julio Rodriguez,hits
648,-0.021895896998108,D+,-150,1.5,True,0.0,1.132576538582523,1.44,under,BetMGM NJ,Mariners,Julio Rodriguez,hits
649,-0.043220382071659,D,115,1.5,False,6.0,1.377525512860841,1.44,over,BetMGM NJ,Mariners,Julio Rodriguez,hits
654,,,-160,1.5,,,,,under,Caesars NJ,Mariners,Julio Rodriguez,hits
655,,,116,1.5,,,,,over,Caesars NJ,Mariners,Julio Rodriguez,hits
646,-0.02973903425301,D,-155,1.5,True,0.0,1.132576538582523,1.44,under,DK NJ,Mariners,Julio Rodriguez,hits
647,-0.043220382071659,D,115,1.5,False,6.0,1.377525512860841,1.44,over,DK NJ,Mariners,Julio Rodriguez,hits
644,,,-240,2.5,,,,,under,DK NJ,Mariners,Julio Rodriguez,hits
645,,,175,2.5,,,,,over,DK NJ,Mariners,Julio Rodriguez,hits
651,-0.022548547446336,D+,125,1.5,True,8.0,1.255051025721682,1.44,over,PointsBet NJ,Mariners,Julio Rodriguez,hits
650,-0.04453740643207,D,-165,1.5,False,0.0,1.010102051443364,1.44,under,PointsBet NJ,Mariners,Julio Rodriguez,hits
652,-0.021895896998108,D+,-150,1.5,True,0.0,1.132576538582523,1.44,under,bet365 NJ,Mariners,Julio Rodriguez,hits
653,-0.032649557547346,D,120,1.5,False,8.0,1.255051025721682,1.44,over,bet365 NJ,Mariners,Julio Rodriguez,hits
4052,-0.011174729277267,D+,-210,1.5,True,0.0,0.887627564304205,1.19,under,Best Odds,Giants,Jung Hoo Lee,hits
4053,-0.058401488306541,F,155,1.5,False,6.0,1.132576538582523,1.19,over,Best Odds,Giants,Jung Hoo Lee,hits
4056,-0.011174729277267,D+,-210,1.5,True,0.0,0.887627564304205,1.19,under,BetMGM NJ,Giants,Jung Hoo Lee,hits
4057,-0.058401488306541,F,155,1.5,False,6.0,1.132576538582523,1.19,over,BetMGM NJ,Giants,Jung Hoo Lee,hits
4054,-0.011174729277267,D+,-210,1.5,True,0.0,0.887627564304205,1.19,under,DK NJ,Giants,Jung Hoo Lee,hits
4055,-0.058401488306541,F,155,1.5,False,6.0,1.132576538582523,1.19,over,DK NJ,Giants,Jung Hoo Lee,hits
4059,-0.026444020961728,D,-260,0.5,True,10.0,0.9242640687119288,1.19,over,PointsBet NJ,Giants,Jung Hoo Lee,hits
4058,-0.040605787467391,D,190,0.5,False,0.0,0.7828427124746192,1.19,under,PointsBet NJ,Giants,Jung Hoo Lee,hits
4060,-0.000422041105224,D+,-200,1.5,True,0.0,0.887627564304205,1.19,under,bet365 NJ,Giants,Jung Hoo Lee,hits
4061,-0.050860010176828,F,160,1.5,False,6.0,1.132576538582523,1.19,over,bet365 NJ,Giants,Jung Hoo Lee,hits
4191,0.032268610639045,C,145,0.5,True,1.0,0.7121320343559644,0.82,under,Best Odds,Padres,Jurickson Profar,hits
4190,-0.097966122520509,F,-192,0.5,False,4.0,0.853553390593274,0.82,over,Best Odds,Padres,Jurickson Profar,hits
4194,0.032268610639045,C,145,0.5,True,1.0,0.7121320343559644,0.82,under,BetMGM NJ,Padres,Jurickson Profar,hits
4195,-0.095604289738271,F,-190,0.5,False,6.0,0.7828427124746192,0.82,over,BetMGM NJ,Padres,Jurickson Profar,hits
4200,,,139,0.5,,,,,under,Caesars NJ,Padres,Jurickson Profar,hits
4201,,,-194,0.5,,,,,over,Caesars NJ,Padres,Jurickson Profar,hits
4192,,,145,0.5,,,,,under,DK NJ,Padres,Jurickson Profar,hits
4193,,,-195,0.5,,,,,over,DK NJ,Padres,Jurickson Profar,hits
4196,0.032268610639045,C,145,0.5,True,1.0,0.7121320343559644,0.82,under,PointsBet NJ,Padres,Jurickson Profar,hits
4197,-0.095604289738271,F,-190,0.5,False,6.0,0.7828427124746192,0.82,over,PointsBet NJ,Padres,Jurickson Profar,hits
4198,0.040431875945167,C,150,0.5,True,1.0,0.7121320343559644,0.82,under,bet365 NJ,Padres,Jurickson Profar,hits
4199,-0.089554682962711,F,-185,0.5,False,6.0,0.7828427124746192,0.82,over,bet365 NJ,Padres,Jurickson Profar,hits
992,,,167,0.5,,,,,under,Best Odds,Blue Jays,Justin Turner,hits
993,,,-227,0.5,,,,,over,Best Odds,Blue Jays,Justin Turner,hits
996,,,165,0.5,,,,,under,BetMGM NJ,Blue Jays,Justin Turner,hits
997,,,-225,0.5,,,,,over,BetMGM NJ,Blue Jays,Justin Turner,hits
1002,,,-224,0.5,,,,,over,Caesars NJ,Blue Jays,Justin Turner,hits
1003,,,159,0.5,,,,,under,Caesars NJ,Blue Jays,Justin Turner,hits
994,,,170,0.5,,,,,under,DK NJ,Blue Jays,Justin Turner,hits
995,,,-230,0.5,,,,,over,DK NJ,Blue Jays,Justin Turner,hits
998,,,165,0.5,,,,,under,PointsBet NJ,Blue Jays,Justin Turner,hits
999,,,-225,0.5,,,,,over,PointsBet NJ,Blue Jays,Justin Turner,hits
1000,,,170,0.5,,,,,under,bet365 NJ,Blue Jays,Justin Turner,hits
1001,,,-220,0.5,,,,,over,bet365 NJ,Blue Jays,Justin Turner,hits
2173,0.009717880568364,C-,185,0.5,True,0.0,0.7828427124746192,1.02,under,Best Odds,Pirates,Ke'Bryan Hayes,hits
2172,-0.074880787836534,F,-250,0.5,False,7.0,0.9242640687119288,1.02,over,Best Odds,Pirates,Ke'Bryan Hayes,hits
2170,,,115,1.5,,,,,over,Best Odds,Pirates,Ke'Bryan Hayes,hits
2171,,,-160,1.5,,,,,under,Best Odds,Pirates,Ke'Bryan Hayes,hits
2178,0.009717880568364,C-,185,0.5,True,0.0,0.7828427124746192,1.02,under,BetMGM NJ,Pirates,Ke'Bryan Hayes,hits
2179,-0.074880787836534,F,-250,0.5,False,7.0,0.9242640687119288,1.02,over,BetMGM NJ,Pirates,Ke'Bryan Hayes,hits
2186,0.000882843334993,C-,178,0.5,True,0.0,0.7828427124746192,1.02,under,Caesars NJ,Pirates,Ke'Bryan Hayes,hits
2187,-0.078109197844605,F,-254,0.5,False,7.0,0.9242640687119288,1.02,over,Caesars NJ,Pirates,Ke'Bryan Hayes,hits
2184,,,-148,0.5,,,,,over,Caesars NJ,Pirates,Ke'Bryan Hayes,hits
2185,,,108,0.5,,,,,under,Caesars NJ,Pirates,Ke'Bryan Hayes,hits
2176,0.009717880568364,C-,185,0.5,True,0.0,0.7828427124746192,1.02,under,DK NJ,Pirates,Ke'Bryan Hayes,hits
2177,-0.082817295773042,F,-260,0.5,False,7.0,0.9242640687119288,1.02,over,DK NJ,Pirates,Ke'Bryan Hayes,hits
2174,,,-160,1.5,,,,,under,DK NJ,Pirates,Ke'Bryan Hayes,hits
2175,,,115,1.5,,,,,over,DK NJ,Pirates,Ke'Bryan Hayes,hits
2180,0.009717880568364,C-,185,0.5,True,0.0,0.7828427124746192,1.02,under,PointsBet NJ,Pirates,Ke'Bryan Hayes,hits
2181,-0.074880787836534,F,-250,0.5,False,7.0,0.9242640687119288,1.02,over,PointsBet NJ,Pirates,Ke'Bryan Hayes,hits
2182,0.027261740217487,C,200,0.5,True,1.0,0.853553390593274,1.02,under,bet365 NJ,Pirates,Ke'Bryan Hayes,hits
2183,-0.074880787836534,F,-250,0.5,False,7.0,0.9242640687119288,1.02,over,bet365 NJ,Pirates,Ke'Bryan Hayes,hits
2814,0.004551287297522,C-,167,0.5,True,0.0,0.7828427124746192,0.97,under,Best Odds,Tigers,Kerry Carpenter,hits
2815,-0.077878303226407,F,-232,0.5,False,6.0,0.9242640687119288,0.97,over,Best Odds,Tigers,Kerry Carpenter,hits
2812,,,255,1.5,,,,,over,Best Odds,Tigers,Kerry Carpenter,hits
2813,,,-370,1.5,,,,,under,Best Odds,Tigers,Kerry Carpenter,hits
2820,0.021940265360658,C-,180,0.5,True,0.0,0.7828427124746192,0.97,under,BetMGM NJ,Tigers,Kerry Carpenter,hits
2821,-0.093368836789229,F,-250,0.5,False,6.0,0.9242640687119288,0.97,over,BetMGM NJ,Tigers,Kerry Carpenter,hits
2828,0.011436063679986,C-,172,0.5,True,0.0,0.7828427124746192,0.97,under,Caesars NJ,Tigers,Kerry Carpenter,hits
2829,-0.08838544808491,F,-244,0.5,False,6.0,0.9242640687119288,0.97,over,Caesars NJ,Tigers,Kerry Carpenter,hits
2826,,,126,1.5,,,,,under,Caesars NJ,Tigers,Kerry Carpenter,hits
2827,,,-174,1.5,,,,,over,Caesars NJ,Tigers,Kerry Carpenter,hits
2818,-0.013073740241583,D+,155,0.5,True,0.0,0.7121320343559644,0.97,under,DK NJ,Tigers,Kerry Carpenter,hits
2819,-0.061622805043198,F,-215,0.5,False,8.0,0.853553390593274,0.97,over,DK NJ,Tigers,Kerry Carpenter,hits
2816,,,-370,1.5,,,,,under,DK NJ,Tigers,Kerry Carpenter,hits
2817,,,255,1.5,,,,,over,DK NJ,Tigers,Kerry Carpenter,hits
2822,-0.00553226211187,D+,160,0.5,True,0.0,0.7121320343559644,0.97,under,PointsBet NJ,Tigers,Kerry Carpenter,hits
2823,-0.056502477342225,F,-210,0.5,False,8.0,0.853553390593274,0.97,over,PointsBet NJ,Tigers,Kerry Carpenter,hits
2824,0.034255536296618,C,190,0.5,True,0.0,0.7828427124746192,0.97,under,bet365 NJ,Tigers,Kerry Carpenter,hits
2825,-0.084965475444691,F,-240,0.5,False,6.0,0.9242640687119288,0.97,over,bet365 NJ,Tigers,Kerry Carpenter,hits
1761,0.038789296778005,C,-230,1.5,True,0.0,0.765153077165046,1.0,under,Best Odds,Diamondbacks,Ketel Marte,hits
1760,-0.106129364118072,F,170,1.5,False,5.0,1.010102051443364,1.0,over,Best Odds,Diamondbacks,Ketel Marte,hits
1764,0.04345130144001,C,-225,1.5,True,0.0,0.765153077165046,1.0,under,BetMGM NJ,Diamondbacks,Ketel Marte,hits
1765,-0.106129364118072,F,170,1.5,False,5.0,1.010102051443364,1.0,over,BetMGM NJ,Diamondbacks,Ketel Marte,hits
1771,0.035160191352492,C,-234,1.5,True,0.0,0.765153077165046,1.0,under,Caesars NJ,Diamondbacks,Ketel Marte,hits
1770,-0.11311748431374,F,165,1.5,False,5.0,1.010102051443364,1.0,over,Caesars NJ,Diamondbacks,Ketel Marte,hits
1762,0.034266456434269,C,-235,1.5,True,0.0,0.765153077165046,1.0,under,DK NJ,Diamondbacks,Ketel Marte,hits
1763,-0.106129364118072,F,170,1.5,False,5.0,1.010102051443364,1.0,over,DK NJ,Diamondbacks,Ketel Marte,hits
1766,0.029876640806526,C,-240,1.5,True,0.0,0.765153077165046,1.0,under,PointsBet NJ,Diamondbacks,Ketel Marte,hits
1767,-0.099395357384066,F,175,1.5,False,5.0,1.010102051443364,1.0,over,PointsBet NJ,Diamondbacks,Ketel Marte,hits
1768,0.04345130144001,C,-225,1.5,True,0.0,0.765153077165046,1.0,under,bet365 NJ,Diamondbacks,Ketel Marte,hits
1769,-0.099395357384066,F,175,1.5,False,5.0,1.010102051443364,1.0,over,bet365 NJ,Diamondbacks,Ketel Marte,hits
1059,-0.017821203779815,D+,-120,0.5,True,9.0,0.6414213562373096,0.75,over,Best Odds,Blue Jays,Kevin Kiermaier,hits
1058,-0.051442865484254,F,-110,0.5,False,0.0,0.4292893218813452,0.75,under,Best Odds,Blue Jays,Kevin Kiermaier,hits
1063,-0.017821203779815,D+,-120,0.5,True,9.0,0.6414213562373096,0.75,over,BetMGM NJ,Blue Jays,Kevin Kiermaier,hits
1062,-0.051442865484254,F,-110,0.5,False,0.0,0.4292893218813452,0.75,under,BetMGM NJ,Blue Jays,Kevin Kiermaier,hits
1068,-0.023936165051727,D+,-123,0.5,True,9.0,0.6414213562373096,0.75,over,Caesars NJ,Blue Jays,Kevin Kiermaier,hits
1069,-0.05369969238563,F,-111,0.5,False,0.0,0.4292893218813452,0.75,under,Caesars NJ,Blue Jays,Kevin Kiermaier,hits
1061,-0.017821203779815,D+,-120,0.5,True,9.0,0.6414213562373096,0.75,over,DK NJ,Blue Jays,Kevin Kiermaier,hits
1060,-0.051442865484254,F,-110,0.5,False,0.0,0.4292893218813452,0.75,under,DK NJ,Blue Jays,Kevin Kiermaier,hits
1065,-0.027922213880826,D,-125,0.5,True,9.0,0.6414213562373096,0.75,over,PointsBet NJ,Blue Jays,Kevin Kiermaier,hits
1064,-0.03982846362595,D,-105,0.5,False,0.0,0.4292893218813452,0.75,under,PointsBet NJ,Blue Jays,Kevin Kiermaier,hits
1067,-0.007250379255502,D+,-115,0.5,True,10.0,0.5707106781186548,0.75,over,bet365 NJ,Blue Jays,Kevin Kiermaier,hits
1066,-0.062517062604962,F,-115,0.5,False,0.0,0.4292893218813452,0.75,under,bet365 NJ,Blue Jays,Kevin Kiermaier,hits
147,0.01583069867641,C-,-130,0.5,True,10.0,0.6414213562373096,0.87,over,Best Odds,White Sox,Kevin Pillar,hits
146,-0.093243211931978,F,-105,0.5,False,0.0,0.4292893218813452,0.87,under,Best Odds,White Sox,Kevin Pillar,hits
144,,,425,0.5,,,,,over,Best Odds,White Sox,Kevin Pillar,hits
145,,,-650,0.5,,,,,under,Best Odds,White Sox,Kevin Pillar,hits
152,,,100,0.5,,,,,under,BetMGM NJ,White Sox,Kevin Pillar,hits
153,,,-130,0.5,,,,,over,BetMGM NJ,White Sox,Kevin Pillar,hits
158,,,-145,0.5,,,,,under,Caesars NJ,White Sox,Kevin Pillar,hits
159,,,106,0.5,,,,,over,Caesars NJ,White Sox,Kevin Pillar,hits
160,,,-106,0.5,,,,,under,Caesars NJ,White Sox,Kevin Pillar,hits
161,,,-129,0.5,,,,,over,Caesars NJ,White Sox,Kevin Pillar,hits
148,,,-650,0.5,,,,,under,DK NJ,White Sox,Kevin Pillar,hits
149,,,425,0.5,,,,,over,DK NJ,White Sox,Kevin Pillar,hits
150,,,-105,0.5,,,,,under,DK NJ,White Sox,Kevin Pillar,hits
151,,,-130,0.5,,,,,over,DK NJ,White Sox,Kevin Pillar,hits
155,0.035593544526213,C,-120,0.5,True,10.0,0.6414213562373096,0.87,over,PointsBet NJ,White Sox,Kevin Pillar,hits
154,-0.104857613790282,F,-110,0.5,False,0.0,0.4292893218813452,0.87,under,PointsBet NJ,White Sox,Kevin Pillar,hits
157,0.025492534425202,C,-125,0.5,True,10.0,0.6414213562373096,0.87,over,bet365 NJ,White Sox,Kevin Pillar,hits
156,-0.093243211931978,F,-105,0.5,False,0.0,0.4292893218813452,0.87,under,bet365 NJ,White Sox,Kevin Pillar,hits
2095,-0.029661136457959,D,125,0.5,True,0.0,0.6414213562373096,0.88,under,Best Odds,Twins,Kyle Farmer,hits
2094,-0.037424817420447,D,-165,0.5,False,8.0,0.7828427124746192,0.88,over,Best Odds,Twins,Kyle Farmer,hits
2092,,,150,0.5,,,,,over,Best Odds,Twins,Kyle Farmer,hits
2093,,,-210,0.5,,,,,under,Best Odds,Twins,Kyle Farmer,hits
2100,-0.029661136457959,D,125,0.5,True,0.0,0.6414213562373096,0.88,under,BetMGM NJ,Twins,Kyle Farmer,hits
2101,-0.037424817420447,D,-165,0.5,False,8.0,0.7828427124746192,0.88,over,BetMGM NJ,Twins,Kyle Farmer,hits
2106,,,-166,0.5,,,,,over,Caesars NJ,Twins,Kyle Farmer,hits
2107,,,120,0.5,,,,,under,Caesars NJ,Twins,Kyle Farmer,hits
2108,,,120,0.5,,,,,under,Caesars NJ,Twins,Kyle Farmer,hits
2109,,,-166,0.5,,,,,over,Caesars NJ,Twins,Kyle Farmer,hits
2096,,,-210,0.5,,,,,under,DK NJ,Twins,Kyle Farmer,hits
2097,,,150,0.5,,,,,over,DK NJ,Twins,Kyle Farmer,hits
2098,,,125,0.5,,,,,under,DK NJ,Twins,Kyle Farmer,hits
